BOOK_ID,TITLE,AUTHOR,AUTHOR_ID,PUBLISHER,YEAR,#LIBRARIES,ABSTRACT,YEAR_CLEAN,GENRE,GENRE2,NOTES,HATHI_ID
rh_651,The Anatolian,"Kazan, Elia",1958,Random House,1982,829,"In his powerful new novel, Elia Kazan takes up the life of the young Greek from Anatolia whose early years he chronicled in his first novel, America America, giving us the story of a man caught between two worlds, and fighting to make a place for himself within them.",1982,LIT,,,
rh_670,Operation Dump The Chump,"Park, Barbara",2810,Random House,1982,797,Eleven year-old Oscar devises an elaborate plan to get rid of his pesky little brother.,1982,YA,,,
rh_939,Banjo,"Peck, Robert Newton",2848,Random House,1982,629,"While doing research for a school essay about a reclusive old mountain man, two boys fall into an abandoned mine shaft from which only the old man can rescue them.",1982,YA,,,
rh_984,"Levitation, Five Fictions","Ozick, Cynthia",2788,Random House,1982,587,,1982,DET,,,
rh_1003,Felice,"Davis-Gardener, Angela",139,Random House,1982,568,A spirited orphan growing up in a convent in Nova Scotia during the 1920s struggles with the expectations of others and her own dilemma about her future.,1982,LIT,,,
rh_1128,A Lifetime Burning,"Douglas, Ellen",945,Random House,1982,540,"At age 62, Corinne must grapple with the most painful truth that her lifelong passion--which is anyone's passion, to love and be loved, body and soul--could burn unquenched forever. Gripping, smart, suspenseful, and at times, wonderfully witty, Douglas's widely acclaimed novel forms a searching and searing record of love, anger, confession and discovery.",1982,ROM,,,
rh_1265,Flashman And The Redskins,"Fraser, George Macdonald",1215,Random House,1982,507,"The seventh volume of memoirs of Sir Harry Flashman, V.C. ranging from the epic treks of the Forty-Niners to the disaster of Little Bighorn.",1982,WEST,,,
rh_1273,Sweet Bells Jangled Out Of Tune,"Brancato, Robin F",412,Random House,1982,484,"Fifteen-year-old Ellen wants to do something to help her dead father's mother, an eccentric old lady she has been forbidden ever to speak to or visit.",1982,YA,,,
rh_1274,I Would If I Could,"Miles, Betty",2549,Random House,1982,484,"When the bicycle she's been longing for turns out to be nothing like she expected, a young girl is sick with disappointment. Then the summer at her grandmother's teaches her several valuable lessons.",1982,YA,,,
rh_1338,The Blue-Eyed Shan,"Becker, Stephen D",247,Random House,1982,459,,1982,LIT,DET,,
rh_1456,The Three Investigators In The Mystery Of The Wandering Cave Man,"Carey, M V",572,Random House,1982,444,Three young sleuths investigate the disappearance of a caveman's bones from a museum and uncover skulduggery at a science foundation.,1982,DET,,,
rh_1461,Annie,"Ehrlich, Amy",1025,Random House,1982,434,"Follows the adventures of Annie as she escapes from the orphanage, finds her dog Sandy, and is finally adopted by the richest man in the world.",1982,YA,,,
rh_1519,Frankenstein,"Weinberg, Larry",3812,Random House,1982,418,A monster assembled by a scientist from parts of dead bodies develops a mind of his own as he learns to loathe himself and hate his creator.,1982,FAN,,,
rh_1541,Sleepwalking,"Wolitzer, Meg",3952,Random House,1982,409,,1982,ROM,,,
rh_1555,"Satan, His Psychotherapy And Cure By The Unfortunate Dr Kassler, Jsps","Leven, Jeremy",2196,Random House,1982,399,,1982,FAN,,,
rh_1581,Marmalade'S Yellow Leaf,"Wheeler, Cindy",3859,Random House,1982,409,"Marmalade, a cat, causes a commotion when he tries to retrieve a particular yellow leaf.",1982,YA,,,
rh_1640,Stalking Horse,"Wilcox, Collin",3880,Random House,1982,383,,1982,DET,,,
rh_1702,Dracula,"Spinner, Stephanie",3443,Random House,1982,370,"Having discovered the double identity of the wealthy Transylvanian nobleman, Count Dracula, a small group of people vow to rid the world of the evil vampire.",1982,FAN,,,
rh_1705,The Bad Dreams Of A Good Girl,"Shreve, Susan",3316,Random House,1982,370,Fourth-grader Lotty has problems with her family and her friends at school.,1982,YA,,,
rh_1785,The Parsifal Mosaic,"Ludlum, Robert",2279,Random House,1982,341,"A Czechoslovakian-born American agent falls in love with a country-woman, then learns she is a Soviet agent.",1982,DET,,,
rh_2090,The Revolution Of Mary Leary,"Shreve, Susan",3316,Random House,1982,281,"During the summer before her senior year, a Catholic girl runs away from her well-meaning but narrow-minded mother and finds a job as a mother's helper.",1982,ROM,,,
rh_2100,The Song In The Walnut Grove,"Kherdian, David",139,Random House,1982,287,A young cricket goes out into the daylight in search of answers to his questions and discovers friendship.,1982,YA,,,
rh_2257,Light In The Mountain,"Anderson, Margaret J",83,Random House,1982,254,"Saved from being sacrificed alive to the angry volcano, eight-year-old Rana transcends the evil schemes of the tribesman who ""saves"" her and leads her people to a new life in the distant Land of the Long White Cloud.",1982,FAN,,,
rh_2265,Grounded,"Domke, Todd",936,Random House,1982,257,A group of eleven-year-olds put on a school play in order to raise money to build a glider.,1982,YA,,,
rh_2278,The Bloodroot Flower,"Callaway, Kathy",538,Random House,1982,243,"Growing up in the north woods of Minnesota in 1912, Carrie Usher experiences the warmth of family life and deals with the tragedy of her father's untimely death and the kidnapping of her baby sister.",1982,LIT,DET,,
rh_2663,King Solomon'S Mines,"Jones, Betty Millsaps",1890,Random House,1982,196,"An elephant hunter and an English nobleman track the latter's missing brother, who disappeared while searching for King Solomon's legendary lost diamond mines.",1982,DET,,,
rh_2755,Pillars Of Pentegarn,"Estes, Rose",1074,Random House,1982,185,"The reader, as young Jaimie, must help a wizard regain his kingdom by recovering a magical staff from a band of goblins and skeletons.",1982,YA,FAN,,
rh_2820,Annie Finds A Home,"Ehrlich, Amy",1025,Random House,1982,173,"Follows the adventures of Annie as she escapes from the orphanage, finds her dog, Sandy, and is finally adopted by the richest man in the world.",1982,YA,,,
rh_3119,Annie And The Kidnappers,"Ehrlich, Amy",1025,Random House,1982,141,"When she goes to a poor neighborhood to claim her missing dog Sandy, Annie falls into the hands of kidnappers who demand a million dollars ransom from Daddy Warbucks.",1982,YA,,,
rh_3139,Annie Joins The Circus,"Howe, James",1757,Random House,1982,138,"Annie and Sandy are given a chance to be circus performers, but a series of mysterious accidents threatens to close the circus forever.",1982,YA,,,
rh_3366,Groundrush,"Barron, Greg",204,Random House,1982,115,"A small town in Montana, a high school football team and heartaches by the million--Book jacket.",1982,YA,,,
rh_3966,My Melody'S New Bike,"Harris, Robin",1564,Random House,1982,76,Melody receives a new bicycle for her birthday and lets all her friends ride it at her birthday party.,1982,YA,,,
rh_3993,Blade Runner,"Martin, Les",2395,Random House,1982,73,"In the year 2019, lifelike robots clash with their human makers in an effort to alter the destiny for which they have been programmed.",1982,SCI,,,
rh_4306,Father Murphy'S Promise,"Weinberg, Larry",3812,Random House,1982,58,"A gold miner poses as a priest to save an orphan school from closing, and uses his ingenuity to rescue three luckless orphans from the workhouse.",1982,YA,,,
rh_4772,Annie Finds Sandy,"Manushkin, Fran",2365,Random House,1982,44,Annie helps a dog that is being tormented by some boys and chased by a dogcatcher.,1982,YA,,,
rh_5674,Doll Friends,"Sorine, Stephanie Riva",3420,Random House,1982,24,,1982,YA,,,
rh_5725,Rabbis And Wives,"Grade, Chaim",1414,Random House,1982,535,,1982,LIT,,,
rh_6198,Rainy Day,Peyo,2882,Random House,1982,17,The Smurfs engage in a variety of activities when rain falls on their mushroom houses. On board pages.,1982,YA,,,
rh_6450,King Hereafter,"Dunnett, Dorothy",990,Random House,1982,787,"A novel about Macbeth, King of Scotland, by the author of the ""Lymond"" series. 11th-century Europe is full of young kings. Macbeth - part-Christian, part-Viking - has the imagination and determination to move himself and his people out of a barbarian past and into flowering nationhood.",1982,HIST,,,
rh_6545,Strawberry Shortcake And The Picnic Plot,"Jacobs, Thomas",1830,Random House,1982,14,The Purple Pieman almost sabotages the Strawberryland picnic--but not quite. With pop-out pictures.,1982,YA,,,
rh_7142,Oh What A Paradise It Seems,"Cheever, John",647,Random House,1982,9,Een oudere man is op zoek naar genegenheid en liefde en kijkt terug op alles wat hem eens dierbaar was en wat niet meer blijkt te bestaan,1982,LIT,,,
rh_7408,Perro Grande-- Perro Peque~No =,"Eastman, P D",1008,Random House,1982,8,"Two dogs are opposite in every way, but are the very best of friends.",1982,YA,,,
rh_7419,Charles Dickens,"Dickens, Charles",910,Random House,1982,8,"Contains four novels by English author Charles Dickens that addresses the issues of materialism and indifference, poverty and opulence and includes ""Great Expectations,"" ""Hard Times,"" ""A Christmas Carol,"" and ""A Tale of Two Cities.""",1982,LIT,,,
rh_7646,The Scaredy Cats And The Haunted House,"Wheeler, Cindy",3859,Random House,1982,7,Two cats who go prowling through an old house in the middle of a Halloween night turn into scaredy cats when they encounter frightening phenomena.,1982,YA,,,
rh_7943,All The Pretty Horses,"Mccarthy, Cormac",2450,Random House,1982,6,(The Border Trilogy; v. 1) National Book Award winner.,1982,WEST,,,
rh_8830,The Valley Of Horses,"Auel, Jean M",134,Random House,1982,4,,1982,HIST,,,
rh_9184,Four Novels,"Dickens, Charles",910,Random House,1982,53,,1982,LIT,,,
rh_9673,To See You Again,"Adams, Alice",15,Random House,1982,2,,1982,LIT,,,
rh_7479,Superted On The Planet Spot,"Young, Mike",4002,Random House,"1985, 1983",8,"SuperTed, the teddy bear with super powers, thwarts and attempt to steal the magical cosmic dust and rescues Blotch.",1983,YA,,,
rh_8019,Rutland Place,"Perry, Anne",2867,Random House,"1984, 1983",6,,1983,DET,,,
rh_625,Documents Relating To The Sentimental Agents In The Volyen Empire,"Lessing, Doris",2194,Random House,1983,841,"The fifth volume of the author's ""Canopus in Argos"" series focuses on the madness and false promise of words, rhetoric-induced delusion, as suffered by a young Canopean official in the small Volyen Empire.",1983,SCI,,,
rh_652,The Queen'S Gambit,"Tevis, Walter S",3602,Random House,1983,827,"Taught chess by the janitor at her orphanage, Beth becomes a prodigy. As a teenager she plays for the world championship, but must conquer her fear to win.",1983,LIT,,,
rh_699,More Collected Stories,"Pritchett, V S",2947,Random House,1983,764,,1983,LIT,SCI,,
rh_744,Pitch Dark,"Adler, Renata",26,Random House,1983,748,,1983,LIT,,,
rh_955,Here To Get My Baby Out Of Jail,"Shivers, Louise",3308,Random House,1983,636,"Recounts the age-old story of a love triangle among a neglected wife, her husband, and the stranger who puts some passion back in her dreary existence in 1930s North Carolina.",1983,LIT,ROM,,
rh_973,Them That Glitter And Them That Don'T,"Greene, Bette",1441,Random House,1983,601,"Though she has always been told the contrary, a young Gypsy girl living in the rural south is convinced that she can use her singing talent to become someone really special.",1983,LIT,,,
rh_1229,Dancing Bear,"Crumley, James",823,Random House,1983,530,,1983,DET,,,
rh_1305,Tikal,"Peters, Daniel",2874,Random House,1983,470,"In this vivid novel spanning five years during the Maya's decline, characters come alive as Peters depicts the clashes between the powerful clans that spelled the abrupt downfall of Mayan civilization.",1983,DET,,,
rh_1316,God'S Pocket,"Dexter, Pete",905,Random House,1983,478,,1983,LIT,,,
rh_1344,Return Of The Jedi,"Levy, Elizabeth",2203,Random House,1983,467,"Luke confronts his father, Darth Vader, as the Rebel fleet attempts to destroy the Death Star.",1983,SCI,FAN,,
rh_1415,Alice In Bed,"Schine, Cathleen",3211,Random House,1983,442,,1983,ROM,,,
rh_1492,Rates Of Exchange,"Bradbury, Malcolm",399,Random House,1983,434,,1983,LIT,,,
rh_1579,The Three Investigators In The Mystery Of The Kidnapped Whale,"Brandel, Marc",414,Random House,1983,398,"The three investigators, attempting to rescue a beached whale, end up searching for sunken treasure.",1983,DET,YA,,
rh_1583,Marmalade'S Picnic,"Wheeler, Cindy",3859,Random House,1983,410,Marmalade the cat finds a satisfying way to accompany his owner on a picnic.,1983,YA,,,
rh_1628,Two Wings To Veil My Face,"Forrest, Leon",1188,Random House,1983,378,,1983,LIT,,,
rh_1677,Escape The Night,"Patterson, Richard North",2826,Random House,1983,388,"Poised on the brink of power over a mighty family dynasty, Peter Carey is also the victim of a recurring nightmare that becomes all too real. The twisted force that had claimed his parents many years before now stalks him, and the key to his survival lies locked in his own memories.",1983,DET,,,
rh_1792,The Coffin Tree,"Law-Yone, Wendy",2145,Random House,1983,349,,1983,LIT,,,
rh_1796,Missed Connections,"Ford, Elaine",1182,Random House,1983,347,,1983,ROM,,,
rh_1899,"20,000 Leagues Under The Sea","Conaway, Judith",725,Random House,1983,332,"An adaptation of the nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and the undersea world, which anticipated many of the scientific achievements of the twentieth century.",1983,SCI,,,
rh_1945,My Search For Warren Harding,"Plunket, Robert",2910,Random House,1983,320,,1983,LIT,,,
rh_1947,A Christmas Book,"Anglund, Joan Walsh",91,Random House,1983,319,"A collection of stories and poems, with a play, for Christmas.",1983,LIT,,,
rh_2165,Talking In Whispers,"Watson, James",3793,Random House,1983,267,"When his father, a well-known musician who supports the people's choice for president, is taken away by the Security forces of the military government in Chile, sixteen-year-old Andres Larreta becomes a wanted man himself as he continues his father's resistance activities.",1983,DET,,,
rh_2169,The Mouldy,"Bayley, Nicola",233,Random House,1983,266,"Talitha, daughter of the king, figures out how to deal with the monster who has left the Wilderness and is interrupting the peace of the great Garden of the World.",1983,FAN,YA,,
rh_2299,King Kong,"Conaway, Judith",725,Random House,1983,249,A young film actress on location on a remote jungle island is chosen by the natives to be the bride of their giant gorilla god Kong.,1983,SCI,,,
rh_2675,Circus Of Fear,"Estes, Rose",1074,Random House,1983,191,You learn that a cruel circus owner plans to take over the country. Somehow you must get away and expose his scheme. The dangers you face are many and the choices are yours.,1983,FAN,,,
rh_2750,"Tarzan, King Of The Apes","Vinge, Joan D",3745,Random House,1983,182,"A baby boy, left alone in the African jungle after the deaths of his parents, Lord and Lady Greystoke, is adopted by an ape, whose own infant has died, and raised to manhood without ever seeing another human being.",1983,FAN,YA,,
rh_3033,Dragon Of Doom,"Estes, Rose",1074,Random House,1983,152,"The evil Zed has used a forbidden spell to summon Shen, the black Dragon of Doom. Can you stop Shen before he spreads death and destruction across your world?",1983,FAN,YA,,
rh_3718,"The Adventures Of Black Beauty, Beauty Finds A Home","Hanson, Andrea",1536,Random House,1983,89,Black Beauty relates his experiences with a cruel owner followed by his sale to three ladies and his subsequent reunion with his stable boy of ten years earlier.,1983,LIT,,,
rh_3856,Nobody Cared For Kate,"Thompson, Gene",3626,Random House,1983,83,,1983,DET,,,
rh_5063,Father Murphy'S First Miracle,"Levy, Elizabeth",2203,Random House,1983,37,A troubled young girl's affection for the goldminer who poses as a priest to keep an orphan school open endangers the school and threatens the orphans with the prospect of a workhouse.,1983,YA,,,
rh_5641,My Little Library Of Christmas Classics,"Goode, Diane",1386,Random House,1983,24,,1983,YA,,,
rh_6050,Valentine'S Day In Strawberryland,"West, Cindy",3839,Random House,1983,19,,1983,YA,,,
rh_6914,White Gold Wielder,"Donaldson, Stephen R",937,Random House,1983,11,"The conclusion to ""The Second Chronicles of Thomas Covenant"" finds a despairing Thomas Covenant deciding to do whatever must be done, at whatever cost, to at last defeat and destroy Lord Foul.",1983,YA,FAN,,
rh_7038,Soup In The Saddle,"Peck, Robert Newton",2848,Random House,1983,896,"Anticipating the celebration of Miss Kelly Day in honor of the teacher of their one-room school in Learning, Vermont, Soup and Rob save the day from certain catastrophe at the hands of Dr. Elsa Pinkerton Uppit.",1983,YA,,,
rh_7567,Duluth,"Vidal, Gore",3741,Random House,1983,7,,1983,YA,FAN,,
rh_7809,Poland,"Michener, James A",2545,Random House,1983,6,Historische roman over Polen vanaf de 13e eeuw tot op heden,1983,HIST,,,
rh_7966,Fish Tales,"Jones, Nettie",1901,Random House,1983,149,,1983,LIT,,,
rh_9109,The Downtown Day,"Edwards, Linda Strauss",1021,Random House,1983,3,,1983,YA,,,
rh_9332,The Mystery Of The Kidnapped Whale,"Brandel, Marc",414,Random House,1983,3,,1983,YA,,,
rh_9441,Robbers And Robots,"Carr, Mike",585,Random House,1983,190,"The reader, as Terry Morton, becomes involved in an attempt to steal the plans for a top secret security robot from his uncle's electronics factory.",1983,YA,,,
rh_9530,The Three Investigators In The Mystery Of The Missing Mermaid,"Carey, M V",572,Random House,1983,438,A statue of a mermaid proves to be a vital clue when the three investigators set out to trace a missing child.,1983,DET,,,
rh_9737,The Present Takers,"Chambers, Aidan",631,Random House,1983,2,,1983,YA,,,
rh_9914,A Gathering Of Old Men,"Gaines, Ernest J",1263,Random House,1983,2,,1983,LIT,,,
rh_4673,The Mystery Of The Talking Skull,"Arthur, Robert",120,Random House,"2000, 1984",46,An old trunk involves the three investigators with dangerous criminals seeking a cache of stolen money.,1984,DET,,,
rh_3192,Three Complete Western Love Stories,"Taylor, Janelle",3579,Random House,"1995, 1984",135,,1984,WEST,ROM,,
rh_5095,"Best Wishes, Joe Brady","Osborne, Mary Pope",2781,Random House,"1994, 1984",35,"Eighteen-year-old Sunny Dickens is happy with her life in Summerville, North Carolina, until she falls for a famous soap-opera star named Joe Brady who's come to town to do summer stock.",1984,YA,ROM,,
rh_127,Like Jake And Me,"Jukes, Mavis",139,Random House,1984,2209,Alex feels that he does not have much in common with his stepfather Jake until a fuzzy spider brings them together.,1984,YA,,,
rh_138,God Knows,"Heller, Joseph",1638,Random House,1984,2196,"As the Biblical David lies on his death-bed he looks back on his own, crowded life and tells all.",1984,LIT,,,
rh_259,Foreign Affairs,"Lurie, Alison",2286,Random House,1984,1629,"Virginia Miner, an unmarried tenured professor, is an Anglophile on leave to research a book. Fred Turner, a teacher at the same university, is recently separated, flat broke and miserable in this city where the rain never seems to end. The separate paths of these two lonely and naive innocents abroad lead them to strikingly similar destinations of newfound passion ... and unexpected love.",1984,LIT,,,
rh_425,The Flunking Of Joshua T Bates,"Shreve, Susan",3316,Random House,1984,1105,"Driving home from the beach on Labor Day, Joshua receives some shocking news from his mother: he must repeat third grade.",1984,YA,,,
rh_483,The Sound And The Fury,"Faulkner, William",1109,Random House,1984,956,"First published in 1929, Faulkner created his ""heart's darling,"" the beautiful and tragic Caddy Compson, whose story Faulkner told through separate monologues by her three brothers--the idiot Benjy, the neurotic suicidal Quentin and the monstrous Jason.",1984,LIT,,,
rh_837,Willy The Wimp,"Browne, Anthony",473,Random House,1984,707,"A young chimpanzee, tired of being bullied by the suburban gorilla gang, decides to build up his muscles so he won't be a wimp anymore.",1984,YA,,,
rh_858,Tom The Tv Cat,"Heilbroner, Joan",1633,Random House,1984,664,Tom the cat becomes fascinated with his owner's new television set and tries to emulate everything that he sees.,1984,YA,,,
rh_954,Something To Be Desired,"Mcguane, Thomas",2487,Random House,1984,637,,1984,LIT,,,
rh_963,All The Days Of My Life,"Bailey, Hilary",150,Random House,1984,600,"A child of the slums, murderer's widow, and convicted prostitute, Mary Waterhouse rises from her sordid beginnings in London's underworld to become the wife a a liberal politician--with a shocking secret of his own--and carves out a successful career in British industry.",1984,LIT,HIST,,
rh_987,Sarah Phillips,"Lee, Andrea",2166,Random House,1984,585,,1984,LIT,,,
rh_1123,Heidi,"Spyri, Johanna",3448,Random House,1984,541,A Swiss orphan is heartbroken when she must leave her beloved grandfather and their happy home in the mountains to go to school and to care for an invalid girl in the city.,1984,YA,,,
rh_1179,The Pyrates,"Fraser, George Macdonald",1215,Random House,1984,521,"Dashing young Captain Avery is entrusted with the mission of transporting the fabulous Madagascar Crown from London, through treacherous waters infested with dastardly pirates, to Madagascar.",1984,FAN,,,
rh_1220,Alpine Condo Crossfire,"Eberhart, Mignon Good",1010,Random House,1984,513,Feisty young television news researcher Emmy Brace visits the posh condominium of her uncle-guardian and his young wife and enters a world of intrigue and murder.,1984,DET,,,
rh_1303,Indiana Jones And The Temple Of Doom,"French, Michael",1228,Random House,1984,472,"While trying to recover a sacred stone belonging to an Indian village, Indiana Jones and his two companions become prisoners of a ruthless sect dedicated to the worship of the evil goddess Kali.",1984,YA,,,
rh_1484,An Evening Of Brahms,"Sennett, Richard",3246,Random House,1984,424,"A young cellist is headed for success based upon his technical mastery of his instrument. But, he is stunted, detached from the music itself. It is through the music of Brahms that he seeks his release. Finally, he learns to allow the music to dominate him, to let go and to help him feel.",1984,LIT,,,
rh_1544,Sins Of Omission,"Flynt, Candace",1168,Random House,1984,408,,1984,LIT,,,
rh_1691,The Three Investigators In The Mystery Of The Two-Toed Pigeon,"Brandel, Marc",414,Random House,1984,373,A pigeon with a missing toe leads three young sleuths to a group of ingenious thieves.,1984,YA,DET,,
rh_1856,Trouble For Trumpets,"Cross, Peter",820,Random House,1984,329,"Just as the Trumpets, summer creatures who live in a world of warmth and sunshine, prepare to hibernate, the Grumpets, winter creatures who live in the dark, frozen mountains of the north, prepare to take over their land.",1984,YA,,,
rh_2240,Wilt On High,"Sharpe, Tom",3271,Random House,1984,248,,1984,YA,,,
rh_2323,The Wizard Of Oz,"Hautzig, Deborah",1596,Random House,1984,240,A simplified version of Dorothy's visit to the land of Oz.,1984,YA,FAN,,
rh_2490,Elbowing The Seducer,"Gertler, T",1320,Random House,1984,210,,1984,LIT,,,
rh_2905,Ivy Cottage,"Taylor, E J",3577,Random House,1984,168,"When Miss Biscuit, a retired nanny, decides that they should go live in the country, Violet Pickles, a rag doll, is very unhappy at the prospect.",1984,YA,,,
rh_3151,The Handy Girls Can Fix It,"Kahn, Peggy",1923,Random House,1984,143,"The Handy Girls, a group of girls whose ""fix-it"" shop specializes in such chores as painting, repairing, and gardening help two preschoolers get a place of their own by building them a clubhouse from a big carton.",1984,YA,,,
rh_3438,Lives Of The Poets,"Doctorow, E L",931,Random House,1984,1810,"An introspective narrative of the activities, attitudes, and concerns of a writer in his fiftieth year is accompanied by stories that address the same artistic and personal preoccupations.",1984,LIT,,,
rh_3466,Goose Eggs,"Taylor, E J",3577,Random House,1984,108,"Ruby, Violet, and Miss Biscuit spend a busy summer caring for the garden and their newly acquired animals, especially Hannah the goose who catches a chill while sitting on her eggs in a rainstorm.",1984,YA,,,
rh_3549,Under Dragon'S Wing,"Kendall, John",1976,Random House,1984,104,"The reader as young Prince Treon must find a way, with the help of a magical dragon ring and an ancient sorcery book, to rid the country of the evil Crimson Wizard and his legions.",1984,YA,,,
rh_3740,Cb Greenfield,"Kallen, Lucille",1925,Random House,1984,89,,1984,YA,DET,,
rh_3896,Mooseberry And The Fuzzo Makers,"Tallon, Robert",3564,Random House,1984,80,"Displeased that his closet has been kept neat and clean all week, Mooseberry dispatches the Closet Keeper he finds there, not heeding his warning that the Fuzzo Makers will take over.",1984,YA,,,
rh_3916,Collected Stories Of John O'Hara,"O'Hara, John",2752,Random House,1984,1186,,1984,LIT,,,
rh_3947,King'S Guest,"Mcgowen, Tom",2482,Random House,1984,74,"You must put to rest the spirit of the great King Silver Hair, but suddenly you find yourself in a raft in a river surrounded by giant frogs. What should you do?",1984,YA,FAN,,
rh_4039,"The Adventures Of Black Beauty, Beauty And Vicky","Hanson, Andrea",1536,Random House,1984,70,A jealous schoolmate of Vicky's tries to trick her into selling Black Beauty; Black Beauty helps catch a criminal; and a neighbor boy loses Black Beauty on a bet.,1984,YA,,,
rh_4455,Duck,"Lloyd, David",139,Random House,1984,52,,1984,YA,,,
rh_4533,The House,"Steel, Danielle",3464,Random House,1984,48,"With the generous inheritance from an elder client, estate lawyer Sarah Andaerson buys a majestic old house that was build in 1923 by a wealthy man for the woman he adored. Taking the biggest risk of her life, Sarah enlists the help of architect Jeff Parker, who shares Sarah's passion for bringing the exquisite old house back to life. As she and Jeff work to restore the home's every detail, as one relationship shatters and another begins, Sarah makes a series of powerful discoveries: about the true meaning of a dying man's last gift.",1984,ROM,,,
rh_4639,Bread And Cheese,"Lloyd, David",139,Random House,1984,47,Eric's request for bread and cheese begins a chain of like requests as each person asked in turn asks someone else.,1984,YA,,,
rh_4709,Blade Of The Young Samurai,"Simon, Morris",3343,Random House,1984,44,,1984,YA,FAN,,
rh_4786,One More Sunday,"Macdonald, John D",2299,Random House,1984,1769,"After his wife disappears while doing an expose on the Eternal Church of the Believer, Roy Owens uncovers a multi-million dollar organization which hides the vices and human failings of the people -- particularly the Matthews family -- behind the church.",1984,LIT,,,
rh_4799,Jack And Nelly,"Lloyd, David",139,Random House,1984,42,,1984,YA,,,
rh_4963,Fairyland,"Boase, Wendy",346,Random House,1984,39,,1984,YA,,,
rh_4973,Toyland,"Boase, Wendy",346,Random House,1984,39,,1984,YA,,,
rh_5071,Killer Dreams,"Johansen, Iris",1868,Random House,1984,36,"If you close your eyes, he'll get you. Sophie Dunston knows all too well how dreams can kill. As one of the nation's top sleep therapists, she specializes in the life-threatening night terrors that her ten-year-old son, Michael, suffers from. But she is also an expert in another kind of terror-the kind that can turn a dream life into a living nightmare in the blink of an eye. Someone is watching. He's a shadowy figure from out of her darkest fears and he hasn't forgotten her. In one shocking moment of violence, he'd shattered Sophie's world forever and left her with only one thing to live for: her son. But the nightmare isn't over for Sophie Dunston. It's just begun. He's been waiting. Sophie was supposed to die the first time around, but fate intervened. This time he'll make sure that not even a miracle will save her. It wasn't a miracle that saved Jock Gavin, but it was pretty close. A semiretired hit man, commando, and jack-of-all-deadly-trades, he knows what Sophie is up against-and that she'll need help. But the man he's chosen for the job is as unpredictable as he is dangerous. Matt Royd is a wild card-hard, cool, merciless-and putting him into play changes the game completely. But to whose advantage? Sophie will soon find out. She will have to trust Royd because she has no choices left. Because the bogeyman haunting her dreams is all too real and he's on the hunt again. Because the nightmare he's got planned for Sophiewon't end when she wakes up screaming. It won't end. Ever.",1984,SCI,DET,,
rh_5397,Piece Of Cake,"Robinson, Derek",3082,Random House,1984,919,"Chronicles the training and seasoning of a squadron of young R.A.F. pilots, including a brilliant, dominating American, in the twelve months leading up to the Battle of Britain.",1984,LIT,,,
rh_5483,In The Hand Of The Goddess,"Pierce, Tamora",2899,Random House,1984,26,"Pursuing her desire to be a knight, Alanna learns many things in her role as squire to Prince Jonathan, but fears Duke Roger, an ambitious sorcerer with whom she knows she will one day have to deal.",1984,FAN,,,
rh_5763,Every Breath You Take,"Mcnaught, Judith",2511,Random House,1984,23,"On wealthy philanthropist Cecil Wyatt's eightieth birthday, all the money in the world won't bring back his missing grandson, William Wyatt. The family, the police and the media all have tried in vain to discover the young man's fate. Now suspicion has turned shockingly toward William's own half-brother, the rather distant and enigmatic Mitchell Wyatt. Kate Donovan is tagged as a suspect in a high-society murder case, after a chance romantic encounter on a tropical island paradise with Mitchell Wyatt.",1984,DET,,,
rh_6163,Deep Storm,"Child, Lincoln",653,Random House,1984,17,"Former naval doctor Peter Crane is urgently summoned to a remote oil platform in the North Atlantic to help diagnose a bizarre medical condition spreading through the rig. But when he arrives, Crane learns that the real trouble lies far below.",1984,FAN,,,
rh_6176,Family Tree,"Delinsky, Barbara",888,Random House,1984,18,"The old and illustrious New England Clarke family has a new member, and she is not what the family envisioned. Elizabeth Clarke, a beautiful daughter born to Hugh and Dana, possesses definite African American traits, leaving the parents puzzled and the extended Clarke family scandalized. Hugh's parents believed that he was marrying down when he chose Dana, who has no idea who her father is and no desire to find out. Now, on what should be a joyous occasion, the birth of their first child, Hugh and Dana are struggling with issues of race, family, and trust. As Dana's family history and fidelity are questioned, Hugh, who thought he was above racism, now wants his wife to find out the truth about her heritage. While Dana searches for her father and Hugh's family pressures him to find out for certain if the child is indeed his, Hugh must confront the truth about himself, his family, and their racist attitude while also trying to reconcile his own attitude toward his daughter.",1984,ROM,,,
rh_6200,The Talisman,"King, Stephen",2015,Random House,1984,17,"Twelve-year-old Jack Sawyer braves the mysterious dangers of the Territories, a surreal parallel world, in his cross-country quest through the United States for the Talisman, the only hope for his dying mother and for his own survival.",1984,LIT,FAN,,
rh_6328,The Color Of Law,"Gimenez, Mark",1344,Random House,1984,16,,1984,DET,LIT,,
rh_6342,Shadow Music,"Garwood, Julie",1292,Random House,1984,15,"Betrothed to a stranger by King John, Gabrielle, the last of her royal line, is in possession of a powerful secret that could plunge the entire highland Scottish kingdom into anarchy, while her growing love for Colm MacHugh, a fearsome and powerful warrior, could cost her everything, as hidden enemies threaten to destroy them both.",1984,DET,ROM,,
