,volume_id,title,year,page,sentence,keyword,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,siebert_sent_score,v_sent,bertweet_sent_score,bertweet_sent,siebert_sent
265,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,783,6,Frontier,letter,,"It is now, perhaps, become as interesting to obtain footing for a strong settlement of militia along our southern frontier, eastward of the Mississippi, as on the west of that river; and more so than higher up the river itself.",0.7184,0.336666667,0.9979143738746643,Positive,0.7620285749435425,NEU,POSITIVE
266,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,799,6,Frontier,letter,LA,"To give you a view of occurrences which led to this treaty, I must commence with the situation of the frontiers of Louisiana, in relation to the Osage tribes of Indians, at my arrival in that territory in June, 1808; at that time, Governor Lewis (whom I met with in St. Louis) informed me, that a large proportion of the Osage nation of Indians were disposed for hostility, and had taken a number of horses, robbed and plundered the inhabitants in different parts of the territory, &c.",-0.4939,0.107142857,0.9953144788742065,Negative,0.7994779348373413,NEU,POSITIVE
267,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,799,8,Frontier,letter,,"White Hare, the principal chief of the band of the Great Osages, (who was then at St. Louis) came to inform him that he could not restrain his band from those acts of violence and pillage which they had been in the habit of practising on the frontiers.",0.0,0.4,-0.9905746579170227,Neutral,-0.5081697702407837,NEG,NEGATIVE
268,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,799,33,Frontier,letter,,"It will be your object, in the first place, to restore peace and friendship between our people and the Great and Little Osages, from whom we have of late suffered so many violations of our laws, and depredations on our frontiers.",0.7024,0.2125,0.9976181387901306,Positive,-0.8198782205581665,NEG,POSITIVE
269,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,836,14,Frontier,letter,,"Resolved, That it is the opinion of this meeting, that the safety of the persons and property of this frontier can never be effectually secured, but by the breaking up of the combination formed by the Shawanee Prophet on the Wabash. 2.",0.1583,0.0,0.9758435487747192,Neutral,0.9549848437309265,NEU,POSITIVE
270,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,836,36,Frontier,letter,,"In this part of the country, we have not, as yet, lost any of our fellow-citizens by the Indians; but depredations upon the property of those who live upon the frontiers, and insults to the families that are left unprotected, almost daily occur.",-0.7557,0.045454545,-0.5907151699066162,Negative,-0.9603816270828247,NEG,NEGATIVE
271,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,838,5,Frontier,letter,,"Those who have suffered, are not intruders, but are living on their own farms, on the northwestern frontier of said county.",-0.2732,0.6,0.8887267112731934,Neutral,0.9051052927970886,NEU,POSITIVE
272,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,840,16,Frontier,letter,,"I have now to state to you, that it appears that he has determined to raise all the Indians he can, immediately, with an intention, no doubt, to attack our frontiers.",0.1053,0.0,-0.9979645013809204,Neutral,0.8473636507987976,NEU,NEGATIVE
273,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,868,30,Frontier,letter,,"He then observed to them, that was their neutrality even to be accepted of by the United States, it That people who were wise, always take example by the past, to regulate their future conduct; that their own experience of late events, must have taught them there was no safety in neutrality on the frontiers; and their brothers, the Delawares, could also attest this fact.",0.6876,0.15,0.9780887961387634,Positive,0.9257219433784485,NEU,POSITIVE
274,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,868,31,Frontier,letter,,"That, if their neutrality was agreed to, the enemy would take immediate measures to defeat it, by sending parties of depredators on the frontiers, and after plundering and murdering the defenceless inhabitants, returning home in a direction so as to fix the blame on the neutrals; that, suppose the intentions of the Miamies to remain neutral were sincere, and that they were to settle down quietly and peaceably, on their lands near fort Wayne, or elsewhere, how easy would it be for the hostile Indians to send their plundering parties on our frontier, and after devastating and murdering our inhabitants, to return in a direction to the Miami camps; our people would of course follow, and pursuing the trace no longer than the first Indians they met with, and being unable to discriminate between friends and foes, the Miamies would of course not only be suspected, but fallen upon, and treated as the murderers and depredators.",-0.9439,-0.041358025,-0.9908776879310608,Negative,0.785914421081543,NEU,NEGATIVE
275,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,875,22,Frontier,letter,,"Those people that committed the murder on the white people do not come in our old towns, but keep out on our frontiers, in the woods, that gives the old chiefs a great deal of trouble; and we were detained a long time, and could not get through it as quick as we wished.",-0.4118,0.154761905,-0.9905168414115906,Negative,-0.9526702165603638,NEG,NEGATIVE
276,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,875,57,Frontier,letter,,"It appears as if all of the frontiers is blocked up, that is in Tennessee and on Tombigby settlement; some go by water.",-0.2732,0.0,-0.9991483688354492,Neutral,0.8442580699920654,NEU,NEGATIVE
277,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,876,17,Frontier,letter,TN,"In the present situation of affairs between you and Tennessee, I would not advise you to let your people go on that frontier.",0.0,0.0,-0.9993422627449036,Neutral,-0.7918528318405151,NEG,NEGATIVE
278,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,876,56,Frontier,letter,GA,"It is not presumable that the calumnious reports against the Creeks, or their agent, fabricated in Tennessee and Tombigby, aided by a mite from the frontiers of Georgia, could have had any weight with the Government.",0.0,0.0,-0.998504638671875,Neutral,0.7553764581680298,NEU,NEGATIVE
279,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,878,46,Frontier,letter,,"Finding the Governor of Georgia had received some information which he required to be explained, relative to hostile appearances among the Indians, and that he had established a scout party on the frontier, I wrote bim the 31st ult.",0.0258,0.0,0.9853206276893616,Neutral,0.9556458592414856,NEU,POSITIVE
280,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,878,54,Frontier,letter,,"If my fellow citizens on the frontiers will withdraw their intrusions on Indian rights, and be honest, they have but little to apprehend.",0.2846,0.20625,0.9928126931190491,Neutral,0.8992790579795837,NEU,POSITIVE
281,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,889,15,Frontier,letter,,"I believe all the regiments arrived from Hartford to Hog mountain, on the frontiers, should be apprised of the threats of the hostile Indians.",-0.6597,0.0,-0.9830300211906433,Negative,0.7793655395507812,NEU,NEGATIVE
282,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,889,28,Frontier,letter,,"I had also received formal information from the Creek agent, of their intention to invade this State, as well as the State of Georgia, and the Mississippi territory: that they had actually attacked fort Mimms, that they had taken it, and had spared neither man, woman, or child; after which, that they had broken up the once flourishing settlements on the Tombigby and Mobile rivers; that the people there had fled from their homes to the forts, and that the Indians were in full possession of that fine country, ſaying it waste; that they were living on the crops and stocks of the farmers there; that a large body were approaching the frontier of this state; that a like force had set a time for the invasion of Georgia, and, that a similar one was actually on the march to invade the county of Madison, which information had caused a large majority of the population of that once flourishing settlement to abandon their farins.",-0.7506,0.05952381,-0.5944199562072754,Negative,0.9053991436958313,NEU,NEGATIVE
283,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,889,31,Frontier,letter,,"The moving causes which lead to the prospect of so much depredation, were not, as I believe, so fully understood by the President at an early period of those commotions among the Creeks, as they now are; but I had very satisfactory evidence, to my mind at least, that the above mentioned movements of the Creeks were planned and excited by the British, and Pensacola Spaniards, who, as there is reason to believe, have, for a long time, and from time to time, recently, supplied, and are now supplying, those Indians with arms, with munitions of war, with presents, and promising them future supplies, the better to enable and encourage them to disturb the whole southwestern frontier of the United States, which frontier relies mostly on Tennessee for immediate aid, in such cases of emergency; which evidences of their conduct have been, as they were received here, transmitted without delay to the War Department, for the information of Government, so as to apprise the President of the plans and machinations of our enemies, and hoping to be enabled, through his orders, prepared, not only for defence, and to repel invasion, but to assist in teaching these savages, of all colors, the impropriety of their conduct, by subduing them, in a great measure, before the coming in of winter, when, my calculation is, that the British will make a bold attempt to spread desolation through the Southern States, through the medium of their feet, and by their emissaries, and to commit, with the aid of those Creeks, Spaniards, &c. &c. depredations on the whole southwestern frontier.",0.9359,0.15515873,0.9945534467697144,Positive,0.9270976185798645,NEU,POSITIVE
284,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,889,32,Frontier,letter,,"This has been my impression of their views, thinking that the Canadas would, in considerable part, be ours before the severity of winter sets in, and, if so, believing that the British would, in that case, change the seat of war, during winter, from the northeast to the southwest, where, froin the difference in climate, and from the present exposed situation of our extensive frontier, they might hope to operate more successfully, from that time, than in struggling for the repossession of Canada, which, if once ours, wiih good management on our part, they never can again possess.",0.4927,0.292857143,0.9625415205955505,Positive,0.9008080959320068,NEU,POSITIVE
285,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,889,36,Frontier,letter,,"To use best exertions to render this section of the Union safe and secure from foreign and neighboring intrigue and invasion, as well as from domestic insurrection; to render our frontier settlers secure at their homes; to promote the growth and prosperity of it, in all laudable ways; and to guard, as much as possible, against any mischiefs we might, through neglect, experience from such invasions, &c. as might be made by the In dians and their aiders and abettors on our borders, whose movements have, for a long time, been secretly planned",0.9246,0.1725,0.9983388185501099,Positive,0.8337104916572571,NEU,POSITIVE
286,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,890,3,Frontier,letter,,"Therefore, I persuade myself to believe, that, in the course of the coming fall and winter, that the Creeks will be not only whipped, but that the Floridas, from whence they derive their counsel and support, to mar our frontier, will be ours.",0.5499,0.0,0.9921047687530518,Positive,0.8655437231063843,NEU,POSITIVE
287,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,890,15,Frontier,letter,,"The meeting of the General Assembly at so important a crisis, (remote as we are from the seat of the General Government) with their prompt and patriotic attention to the promotion of the public interest, by providing, in anticipation of the wishes of the Government, the necessary means for the preservation of the thinly settled and much exposed extensive frontier, has seemed, to me, like an occurrence and measure provided by providential interference, in behalf of those most exposed to savage depredation.",-0.1665,0.07,0.9978156089782715,Neutral,0.8988219499588013,NEU,POSITIVE
288,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,890,18,Frontier,letter,,"Such legal provision was not made here before the passage of that act, and I had received no instruction from the General Government on the subject of supplies; hence, the passage of some such act was indispensably necessary for the preservation of, not only your frontier, but for ours also; without it, the frontiers generally would have been abandoned by the settlers; hundreds, and, perhaps, thousands, would have been ruined, before instructions could have been received from the War Department; for, although the hostile disposition of one portion of the Creek Indians, against the other, was known at the seat of Government to exist, the information there probably went no further than to induce a belief of the necessity or propriety of breaking the war party down, by affording relief to the peace party, which was considered to be equal, or nearly so, in number and strength, to the war party.",-0.8151,-0.003632479,0.9974496960639954,Negative,0.5580440759658813,NEU,POSITIVE
289,uc1.c041550129,"American state papers : documents, legislative and executive, of the Congress of the United States ... /",1832,897,6,Frontier,letter,GA,"Adair and the Indians, near Fort St. Clair, in 1792.—Report of a battle between Kentucky militia, commanded by Major John, Adair, a trader among the Cherokees; that hostile parties of the Creeks had passed through that nation in 1793.-From Edward, Adaizes in 1805.-Historical account by Dr. Sibley, of the tribe of, Adams, of Georgia, militia engaged on expedition against the Indians in 1793.— Threats against the United States' agents, and violent conduct and expressions of Major, Adams and his party, from the frontiers of Georgia, in killing two friendly Indians in 1793.—Cruel conduct of Captain Jonathan, Adams, with one hundred and fifty militia of Georgia had attacked a party of friendly Indians encamped near United States' garrison, &c. in 1794.-Statement that Major, Affairs with Indians.",0.3612,0.0421875,0.9907251000404358,Positive,0.9004765152931213,NEU,POSITIVE
290,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,55,15,Frontier,,,By this action the French have given us to understand what we may expect from them as to the frontier towns and seaports of New England.,0.0,0.078787879,0.9987554550170898,Neutral,0.889170229434967,NEU,POSITIVE
291,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,55,19,Frontier,,,"It appears that the government of Canada had planned several expeditions, previous to the setting out of this, against various important points of the English frontier,-as much to gain the warriors of the Five Nations to their interest, as to distress the English.",0.5859,0.061904762,0.9941384792327881,Positive,0.9480118751525879,NEU,POSITIVE
292,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,57,19,Frontier,,,"This party marched out before they had determined against what part of the English frontier they would carry their arms, though some part of New York was understood.",0.6249,0.068181818,-0.9990430474281311,Positive,0.9510263800621033,NEU,NEGATIVE
293,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,235,17,Frontier,,MA,"Therefore, having done all that could be expected upon the western frontier of Massachusetts, and concluding that his presence among his allies, the Narragansets, was necessary to keep them from abandoning his cause, Philip was next known to be in their country.",-0.3818,-0.025,0.9958613514900208,Negative,0.8862780928611755,NEU,POSITIVE
294,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,341,32,Frontier,,MA,"An Indian named CREVAY, a Penobscot of the tribe of St. Francis, 10 avoid being distressed by the war on the frontiers of Canada, with his wife wandered down into Massachusetts, and erected a wigwam on the shore of Spot Pond, in the town of Stoneham, where they lived.",-0.836,-0.155555556,0.995036780834198,Negative,0.9489944577217102,NEU,POSITIVE
295,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,547,22,Frontier,,NY,"He went to Canada with Guy Johnson, in 1775, as bas been mentioned; and now some circumstances brought him among the frontier settleinents of New York.",0.0,0.136363636,0.9927478432655334,Neutral,0.9688800573348999,NEU,POSITIVE
296,hvd.hwr7rq,"Biography and history of the Indians of North America, from its first discovery to the present time; comprising details in the lives of all the most distinguished chiefs and counsellors, exploits of warriors, and the celebrated speeches of their orators; also a history of their wars, massacres and depredations, as well as the wrongs ... which the Europeans and their descendants have done them; with an account of their antiquities, manners and customs, religion and laws; likewise exhibiting an analysis of the ... authors who have written upon ... the peopling of America.",1836,547,26,Frontier,,,"Meeting with Brant, as was just mentioned, they returned to the frontier.",0.0,0.0,0.9963526725769043,Neutral,0.9485877156257629,NEU,POSITIVE
297,nyp.33433081818449,"Journal of the exploring tour beyond the Rocky Mountains, under the direction of the American Board of Commissions for Foreign Missions, in the years 1835, '36, and '37; containing a description of the geography, geology, climate, productions of the country, and the number, manners, and customs of the natives: with a map of Oregon Territory.",1840,80,17,Frontier,,,"It is true that they are heathen, in all the guilt of sin and destitute of the knowledge of God, and the hopes of the gospel, but in politeness and decency, as well as in many other respects, they are very unlike the frontier Indians, who have been corrupted and degraded by their acquaintance with ardent spirits, and wicked white men.",0.2382,0.185,0.9988850951194763,Neutral,0.8332458138465881,NEU,POSITIVE
298,nyp.33433081818449,"Journal of the exploring tour beyond the Rocky Mountains, under the direction of the American Board of Commissions for Foreign Missions, in the years 1835, '36, and '37; containing a description of the geography, geology, climate, productions of the country, and the number, manners, and customs of the natives: with a map of Oregon Territory.",1840,255,0,Frontier,,,"245 While an I have not found among them, nor any Indians beyond the influence of frontier settlements, any thing like what has been stated to have taken place in other sections of our country, and in other times : that they will listen to statements made by missionaries, and give their assent to what is said as very good; and then state their own theories of religion, expecting the same courteous assent in return.",0.8399,0.31,-0.9941965341567993,Positive,0.9444997906684875,NEU,NEGATIVE
299,nyp.33433081818449,"Journal of the exploring tour beyond the Rocky Mountains, under the direction of the American Board of Commissions for Foreign Missions, in the years 1835, '36, and '37; containing a description of the geography, geology, climate, productions of the country, and the number, manners, and customs of the natives: with a map of Oregon Territory.",1840,265,11,Frontier,,,fluence of frontier vices will interpose a barrier to the reli.,-0.128,0.0,-0.9952098727226257,Neutral,0.7745193243026733,NEU,NEGATIVE
300,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,15,2,Frontier,,,"It is a ground of felicitation that the cause of morals, education, and the church, has such friends on this very important point of the frontier.",0.6361,0.26,0.9984917640686035,Positive,0.644017219543457,NEU,POSITIVE
301,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,23,18,Frontier,,,"cruel, treacherous, blood-thirsty red men for the high-minded, magnanimous, chivalrous, gentle white men of our western frontier * With such joy as the traveller on first discovering a gallows.",0.4404,0.03125,0.9968857169151306,Positive,0.6287827491760254,POS,POSITIVE
302,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,24,2,Frontier,,,"$200,000 expended for schools, or chaplains, would ruin any administration that should recommend it; but when our frontier-men kindly furnish the Indians with whiskey, and are satisfied with their blankets, guns, horses, &c. when they have no money to pay; it would be hard not to furmish them with some strong place to run to, on occasions when the Indians drink too much, and become rude and quarrelsome.",0.5859,0.190277778,-0.9876368045806885,Positive,-0.8342800736427307,NEG,NEGATIVE
303,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,24,6,Frontier,,,"If one half the funds absorbed on the frontier by such defences, were applied to educate and christianize either the whites or Indians there, the results would be far greater.",0.3182,0.146666667,-0.9980133771896362,Positive,0.661307156085968,NEU,NEGATIVE
304,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,38,6,Frontier,,,"The establishment of a Circuit Court near this frontier, would be preferable.",0.0,0.1,-0.9958057403564453,Neutral,0.8797858953475952,NEU,NEGATIVE
305,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,39,13,Frontier,,,"An officer was once sent from Fort Gibson to conſer with the authorities of Arkansas, upon the establishment or re-establishment of Fort Wayne, or some other Fort on that frontier.",0.0,-0.125,0.9861520528793335,Neutral,0.9776535630226135,NEU,POSITIVE
306,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,40,9,Frontier,,,by doubtſul friends—a populous frontier in front.,0.0,0.0,0.9862057566642761,Neutral,0.8651346564292908,NEU,POSITIVE
307,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,40,13,Frontier,,,"The following is a specimen of the tone and temper of the frontier:— “The citizens of Crawford county, Arkansas, assembled in public meeting, thus depict their exposed and somewhat perilous position.",-0.4767,0.0,0.9973475933074951,Negative,0.9541225433349609,NEU,POSITIVE
308,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,40,14,Frontier,,,The meeting was called to ask of Congress ſurther protection on the frontier.,0.0,0.0,0.9970659613609314,Neutral,0.9685491323471069,NEU,POSITIVE
309,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,40,16,Frontier,,,And not our frontier only; for in one wild outbreak they have the physical power to bear their ravages to the Mississippi.,0.0,0.033333333,0.9865400195121765,Neutral,0.9059319496154785,NEU,POSITIVE
310,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,40,19,Frontier,,TX,"* We were in hopes too that the party we leſt behind would rejoin us on our return to the Fort : in this we were disappointed, and not having seen or heard from them, concluded that they were recalled by an express from Fort Gibson, in anticipation of orders for the Texian frontier.",0.4215,-0.575,-0.9989209175109863,Positive,-0.5170825719833374,NEG,NEGATIVE
311,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,67,5,Frontier,,,"Below the Chickasas, between the Mississippi and the Tombechee, was the land of the Choctas, who were gathered on the eastern frontier into compact villages, but elsewhere were scattered through the interior of their territory.",0.0,0.0,0.993772566318512,Neutral,0.9732590317726135,NEU,POSITIVE
312,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,72,21,Frontier,,,"The western portion of it is poorly supplied with timber, but all the distance from the Arkansas frontier westward, 200 miles, and extending 120 miles from its northern to its southern boundary, the country is capable of supporting a population as dense as that of England.",0.8047,0.01,0.9972797632217407,Positive,0.5644409656524658,POS,POSITIVE
313,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,83,21,Frontier,,,"They were, however, steady and sincere in their friendship to the whites, and many is the honest old settler on the borders of their old dominion, who mentions with the warmest feelings the respectful treatment he has met with from them, while he cut the logs for his cabin and ploughed his “potato patch” on that lonely and unprotected frontier.",0.8176,0.295833333,0.998354971408844,Positive,0.8336960673332214,POS,POSITIVE
314,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,87,10,Frontier,,,"The duty on the frontier was too much for one, and cavalry is the only effective arm for the prairie.",0.4767,0.266666667,0.9760220646858215,Positive,0.8751454949378967,NEU,POSITIVE
315,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,88,6,Frontier,,,"For the “ Indian Territory,” the constant patrol of parties of the two regiments of dragoons on the frontiers of Arkansas, Missouri, and Texas, by day and by night, ha been recommended.",0.7096,0.0,0.9974586367607117,Positive,0.9755690693855286,NEU,POSITIVE
316,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,88,7,Frontier,,,"By placing the country north of 37° under the charge of the colonel of the 1st, and south of it under that of the 2d dragoons, and establishing one or more United States' Courts along the frontiers, or giving to these officers the power of civil magistrates also, much might be done to suppress the traffic.",0.6697,0.35,-0.9856575131416321,Positive,0.9731892347335815,NEU,NEGATIVE
317,uiug.30112076560074,"Journal of a tour in the ""Indian territory,"" : performed by order of the Domestic Committee of the Board of Missions of the Protestant Episcopal Church, in the spring of 1844, by their secretary and general agent.",1844,88,10,Frontier,,,"The cries of outraged humanity are waſted by every breeze from the frontier—the noble and last experiment to repair the wrongs of a wasting race—to bestow the blessings of this life, and in.",-0.34,-0.1,0.9878095388412476,Negative,0.6296647787094116,NEU,POSITIVE
318,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,33,4,Frontier,,,"Under Pontiac, their chief, they were at the head of the great Indian confederacy of 1763, which in a short time captured nearly all the British posts on the western frontier.",0.6249,0.18,0.9897174835205078,Positive,0.5109066963195801,NEU,POSITIVE
319,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,120,3,Frontier,,,"They have a frontier of about 10,000 miles; a sea coast of 3,600 miles; and a lake coast of 1200 miles.",0.0,0.0,0.9936140179634094,Neutral,0.9568799734115601,NEU,POSITIVE
320,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,183,12,Frontier,,,"On the 28th of April, the attack was commenced on the frontier settlements, and about three hundred persons were killed before the Indians were repulsed.",-0.8957,-0.2,-0.9883245229721069,Negative,-0.9604732394218445,NEG,NEGATIVE
321,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,185,24,Frontier,,,"The Indians aroused to vengeance, and a desolating warfare ravaged the frontier settlements.",-0.296,0.1,0.6098105907440186,Neutral,-0.8568829298019409,NEG,POSITIVE
322,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,205,1,Frontier,,MA,"‘Having accomplished all that could be done on the western frontier of Massachusetts, Philip returned to the Narragansetts, most of whom he induced to unite with * him, in violation of their recent treaty with the English.",-0.0772,0.14,0.9827379584312439,Neutral,0.9227415919303894,NEU,POSITIVE
323,uc1.aa0011045630,"American history: comprising historical sketches of the Indian tribes; a description of American antiquities, with an inquiry into their origin and the origin of the Indian tribes; history of the United States, with appendices showing its connection with European history; history of the present British provinces; history of Mexico; and history of Texas, brought down to the time of its admission into the American union.",1851,211,18,Frontier,,,"New England; but, through the influence of the French, *** seven weeks after, it was treacherously broken; and, on *** one and the same day, the whole frontier, from Cascot to d.",-0.631,-0.012727273,-0.9883208274841309,Negative,0.923069179058075,NEU,NEGATIVE
