volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = yes,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,130,21,Pioneer,,,,Eli was worried after hearing of Cy's experience with the rattlesnake and wondered if this rough pioneer life might prove too difficult for his young wife.,"At the High Place, where he now lived all alone, except for some friendly creatures, White Eagle touched the curl to his cheek before he hid it with his treasures. In tiny pouches on his person he carried many charms and tokens that possessed supernatural qualities which he believed increased his skills at hunting and the ability to ward off danger. Now he had a love charm from his Redwing he would carry forever. From his neck there was also suspended, on a beaded chain, a white shell which was the symbol of a Mide-trained healer. Simple items to the white man but to the Indian full of meaning.","Eli was worried after hearing of Cy's experience with the rattlesnake and wondered if this rough pioneer life might prove too difficult for his young wife. He tried to exact a promise from Cy to henceforth avoid the creek and promised he would fetch the wash water for her in the future. Being of an independent nature, she was determined to prove herself capable and self-sufficient, so she tactfully avoided making a true promise and thus did not commit herself to limitations."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,133,7,Pioneer,,,,His novice pioneer wife was learning slowly but surely how to cope with nature.,"Her hands felt cramped but her feet were swift as she rescued her favorite quilt from the line where it was airing and shut the cabin door. When Eli learned of Cy's latest adventure he laughed until the tears streamed down his face which vexed her for she saw no humor in this episode. She was a bit mollified however when her husband praised her for how she handled the ordeal. But even as he praised her, Eli was amused at the picture framed in his mind's eye of his impatient wife awaiting the skunk's departure. He was grateful that no problem had insued from this visit for surely their home would have been unliveable had the wicked little creature used his evil defense system and sprayed the area.","His novice pioneer wife was learning slowly but surely how to cope with nature. Each additional experience helped to mold her into a true pioneer woman.  Bayshew, the Protector, Interrupts the Berry Pickers."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,133,8,Pioneer,,,,Each additional experience helped to mold her into a true pioneer woman.,"When Eli learned of Cy's latest adventure he laughed until the tears streamed down his face which vexed her for she saw no humor in this episode. She was a bit mollified however when her husband praised her for how she handled the ordeal. But even as he praised her, Eli was amused at the picture framed in his mind's eye of his impatient wife awaiting the skunk's departure. He was grateful that no problem had insued from this visit for surely their home would have been unliveable had the wicked little creature used his evil defense system and sprayed the area. His novice pioneer wife was learning slowly but surely how to cope with nature.","Each additional experience helped to mold her into a true pioneer woman.  Bayshew, the Protector, Interrupts the Berry Pickers."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,134,24,Pioneer,,,,"Many problems confronted the pioneer woman aside from the risk of attack by wild animals and Indians, foremost was ""cabin fever.""","White Eagle, as he stood and watched, whimsically smiled at her great terror. How could she know the black bear was his brother by way of his Totem and that there was a bond between them which both would always honor? Never would the white man listen to the sage advice of Indians. Never would their minds encompass the true nature of wild creatures. Cy said nothing to Eli of her dangerous encounter or of the actions of her savior who she now thought of as Bayshew.","Many problems confronted the pioneer woman aside from the risk of attack by wild animals and Indians, foremost was ""cabin fever."" Being confined within the cabin caused them to become anxious, fretful and restless to the point that they often preferred"
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,139,15,Pioneer,,,,"Cy thought of herself as an adult woman, capable of surviving the most rigorous pioneer life.","It has been said the opposites attract and this may be true. Eli delighted in Cy's child-like, blithe spirit and pert ways while her lack of responsibility often irritated him. Despite his many warnings and set rules, she often forgot them in her zest for exploration. In the early years of their marriage, this caused him grave concern. If he spoke sharply to her, she used her feminine wiles with tears, silence and a grieved countenance to punish him.","Cy thought of herself as an adult woman, capable of surviving the most rigorous pioneer life. Time would prove she was still a novice and only experience would mold her into a true pioneer."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,139,16,Pioneer,,,,Time would prove she was still a novice and only experience would mold her into a true pioneer.,"Eli delighted in Cy's child-like, blithe spirit and pert ways while her lack of responsibility often irritated him. Despite his many warnings and set rules, she often forgot them in her zest for exploration. In the early years of their marriage, this caused him grave concern. If he spoke sharply to her, she used her feminine wiles with tears, silence and a grieved countenance to punish him. Cy thought of herself as an adult woman, capable of surviving the most rigorous pioneer life.",Time would prove she was still a novice and only experience would mold her into a true pioneer.
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,159,0,Pioneer,,,,131 comfortable home to a secluded Michigan pioneer's cabin was extreme but no less extreme than the second move from the cabin to the village of Lennon where again there were people.,,"131 comfortable home to a secluded Michigan pioneer's cabin was extreme but no less extreme than the second move from the cabin to the village of Lennon where again there were people. Except for Eli, Sarah, Bayshew, the Kings and Eliza Stewart she knew no one. She did not expect the Lennon people to be as loving as the family and the neighbors she left in far-away Chemung County, New York. Somehow she looked on them as her competitors for open space and freedom. At Eli's frontier cabin she was as free as the breeze that teased her beautiful red curls."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,160,1,Pioneer,,,,"In the two wheel ox cart right to left are Charles Ganssley, Howard Ganssley and Joseph Schweikert, all grandsons of the pioneer John Ganssley."," Street Cart Yet an earlier photo, became the same trees are smaller, on Main Street at the same location.","In the two wheel ox cart right to left are Charles Ganssley, Howard Ganssley and Joseph Schweikert, all grandsons of the pioneer John Ganssley. When the post office was moved, to what was later Ollie Anthony's Grocery, Dr. Haviland used it for his office. Michael Donahue was appointed as the first postmaster. Ida E. Donahue, a sister, soon succeeded him. Business places on the north side of Shiawassee Street, east to west were; general store of two Irish sisters, Nora and Catherine Desmond."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,166,11,Pioneer,,,,He reviewed their years together recalling the stamina she had shown in coping with the rigorous pioneer life.,"His life had revolved around Cy. He spent little time at the smithy. Eli's mind was busy with the recollection of former days. His preoccupation with memories of Cy shut out the present. He remembered the lilt of her laughter; the hesitance, with indrawn breath, when relating an exciting event; her blithe spirit which could dispel the deepest gloom.","He reviewed their years together recalling the stamina she had shown in coping with the rigorous pioneer life. He remembered her infectious merriment, her adventurous spirit, her housewifely skills and brave acceptance of the trials that had beset them. To him her beauty had softened with maturity but still kept her youthful. He knew he must begin to set about his work and responsibilities, yet he was lost without his beloved. He did not realize that his grief was shared by a noble red man who also loved this rare pioneer woman from the first time she captured his line of vision at Knagg's Trading Post."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,166,15,Pioneer,,,,He did not realize that his grief was shared by a noble red man who also loved this rare pioneer woman from the first time she captured his line of vision at Knagg's Trading Post.,"He remembered the lilt of her laughter; the hesitance, with indrawn breath, when relating an exciting event; her blithe spirit which could dispel the deepest gloom. He reviewed their years together recalling the stamina she had shown in coping with the rigorous pioneer life. He remembered her infectious merriment, her adventurous spirit, her housewifely skills and brave acceptance of the trials that had beset them. To him her beauty had softened with maturity but still kept her youthful. He knew he must begin to set about his work and responsibilities, yet he was lost without his beloved.","He did not realize that his grief was shared by a noble red man who also loved this rare pioneer woman from the first time she captured his line of vision at Knagg's Trading Post. Everyone then living in the thriving village of Lennon attended Cy's funeral, for despite her predilection for the quiet life, she was immensely popular. Her voice would be missed by the choir. Her knowledge of herbs and the recipes she shared with her women friends had endeared her to all. Cy's oldest son George, became the village blacksmith."
wu.89060387842,Pennsylvania archaeologist.,1986,167,2,Pioneer,,,,"Since his pioneer discovery of stratigraphy there, further work has been done at Heck (Kinsey 1958) and Erb (Kent and Packard 1969) rockshelters; recent studies have now brought us to other shelters in Lancaster County.","The Muddy Run Rockshelter Elwood C. Walbert* Dennis McGill ABSTRACT South central Pennsylvania is an area with many archaeological sites. The first excavated and published site in the area was the rockshelter at Chickies Rock, worked by S. S. Haldeman in 1877.","Since his pioneer discovery of stratigraphy there, further work has been done at Heck (Kinsey 1958) and Erb (Kent and Packard 1969) rockshelters; recent studies have now brought us to other shelters in Lancaster County. INTRODUCTION 110m (360 feet) above sea level. It is also about 91m (300 feet) southeast of Muddy Run and measures 3.7m wide x 0.9m high (12 x 3 feet), orienting northeast to southwest. EXCAVATION OF SHELTER The Muddy Run Rockshelter (36LA103) was located in October 1963 by Elwood C. Walbert and James Fridy, who were members of the late Conestoga Chapter #4 of the Society for Pennsylvania Archaeology."
wu.89060387842,Pennsylvania archaeologist.,1986,485,1,Pioneer,,,,"In William Hunter Pennsylvania lost one of its best informants on pioneer and frontier history, on the history of its Indians, and on the careers of individual Indians.",MEMORIAL 51,"In William Hunter Pennsylvania lost one of its best informants on pioneer and frontier history, on the history of its Indians, and on the careers of individual Indians. Few scholars if any have gone so minutely into the details of state records and manuscript collections relating to these matters. More importantly, no one else has delved so deeply into the Moravian records of missionary activities among the Indians. His specialty in languages brought a remarkable ability to decipher the Gothic script of the Moravian scribes and to translate their German. From this research he developed an abundant fund of information to identify Indian individuals and places and to elicit various details of our colonial history."
wu.89082550047,Bulletin /,1986,531,13,Pioneer,,,,"Turkey, both wild and domestic, and hens were conspicuously absent, as these dooryard scavengers are closely associated with pioneer communities.","Even more problematical is what appears to be a section of a heavy iron handle, the shaft of which is flattened near the end and terminates in a curl (Fig. 37c). Bone: ""Captain Phinney gave Watson a cow and a pig, Hugh (McClellan) gave his half-a-dozen hens and a turkey. Mr. Bryant sent him half a sheep and Daniel Moshier a bushell of wheat flour and a leg of bacon"" (Kellogg 1877:147). This reference to domestic animals in Kellogg's Good Old Times is supposedly taken from the written record of the fort period. Among the 1162.1 gr (2.5 lb) of faunal materials recovered from Fort Hill (Fig. 30), the following species or types could be identified (Tab.6).","Turkey, both wild and domestic, and hens were conspicuously absent, as these dooryard scavengers are closely associated with pioneer communities. Given our small sample and the deteriorated condition of the bones due to the acid soils, this may not be significant. Eggshells were found in the lower hearth strata, but were identified as those of wild rather than domestic birds, as were the avian bones. Local legend includes accounts of pigeon hunting by early settlers. Also, mention of repayments by the Indians in the form of ""A brace of wild pigeons,"" deer and salmon appear in Celebration (1866:70)."
ien.35556026785030,The masterkey.,1987,88,11,Pioneer,,,,"The history of the California missions, along with original mission documents; pioneer and Indian narratives of California and the West; biographies of American Indian leaders; Mesoamerican studies with an extensive facsimile collection of codices; and North and South American Indian linguistic studies, including many rare and out-of-print dictionaries, unpublished vocabularies, and grammars compiled by early ethnographers, make the reference collection one of the finest in the country for scholarly research.","CRR hey get deres, se Son Rialto, lo sai, Spenso nocitra esto, Olaber was fallenta, y deleted. -பpை de ferido Frapcamen generalmente de brige, combie bunten pan do caro en alguna pas NL p de monde sa ka Aloe ve anche da de arros, por lo y parece dans JERE Mes muchos hombre biste le co jer. Tampoco teman arge er todas las in for os anos, falta granita, gun Liminga de acompro kas saturales de likus para festa, feston tallica, como Jopa de compra de todos. Com a me Sora a pas de madera, ca no senenbe et compare ar Sombrun das como sody bros Reference books on tribal histories and government, ethnobotany, and the social life and customs of the native peoples of the Americas are available for research or personal enjoyment. Published accounts of voyages and discoveries in the New World, including the Coronado, Cabrillo, Kino, Portolá, and Anza expeditions, can be found in books and maps.","The history of the California missions, along with original mission documents; pioneer and Indian narratives of California and the West; biographies of American Indian leaders; Mesoamerican studies with an extensive facsimile collection of codices; and North and South American Indian linguistic studies, including many rare and out-of-print dictionaries, unpublished vocabularies, and grammars compiled by early ethnographers, make the reference collection one of the finest in the country for scholarly research. With over 700 linear feet of material the Manuscript Collection contains the personal papers of some of North America's most productive historians and anthropologists. Included are the papers of Charles F. Lummis, Frederick Webb Hodge, George Wharton James, Alanson B. Skinner, Edward S. Curtis, and others. The library also contains many letters and manuscripts of Adolph Bandelier, Frank Hamilton Cushing, and George Bird Grinnell-all important pioneer figures in the development of American anthropology and archaeology.  Historia de la Conquista de México, by Francisco López de Gómara, 1554, with first depiction of a bison."
ien.35556026785030,The masterkey.,1987,88,14,Pioneer,,,,"The library also contains many letters and manuscripts of Adolph Bandelier, Frank Hamilton Cushing, and George Bird Grinnell-all important pioneer figures in the development of American anthropology and archaeology.","Com a me Sora a pas de madera, ca no senenbe et compare ar Sombrun das como sody bros Reference books on tribal histories and government, ethnobotany, and the social life and customs of the native peoples of the Americas are available for research or personal enjoyment. Published accounts of voyages and discoveries in the New World, including the Coronado, Cabrillo, Kino, Portolá, and Anza expeditions, can be found in books and maps. The history of the California missions, along with original mission documents; pioneer and Indian narratives of California and the West; biographies of American Indian leaders; Mesoamerican studies with an extensive facsimile collection of codices; and North and South American Indian linguistic studies, including many rare and out-of-print dictionaries, unpublished vocabularies, and grammars compiled by early ethnographers, make the reference collection one of the finest in the country for scholarly research. With over 700 linear feet of material the Manuscript Collection contains the personal papers of some of North America's most productive historians and anthropologists. Included are the papers of Charles F. Lummis, Frederick Webb Hodge, George Wharton James, Alanson B. Skinner, Edward S. Curtis, and others.","The library also contains many letters and manuscripts of Adolph Bandelier, Frank Hamilton Cushing, and George Bird Grinnell-all important pioneer figures in the development of American anthropology and archaeology.  Historia de la Conquista de México, by Francisco López de Gómara, 1554, with first depiction of a bison."
ien.35556026785030,The masterkey.,1987,97,10,Pioneer,,,,They were taken by noted pioneer photogwhich a number and caption appear.,"However, their precise provenance is um's photographic archives is linked in a most unexpected something of a mystery. way to a large manuscript collection and an even larger his The Maynard images in the Southwest Museum are direct toric photograph collection in the Provincial Archives of contact prints made from the original 8' x 10' glass plate British Columbia, located in Victoria, B. C., Canada. negatives. In each case the prints correspond to negatives The photographs in question are fifty images documenting now in the Provincial Archives of British Columbia. Each the native Indians of both the coastal and inland areas of print is unmounted and loosely glued to a larger card, upon British Columbia.","They were taken by noted pioneer photogwhich a number and caption appear. The handwriting on raphers Richard and Hannah Maynard, residents of British these captions is most certainly that of Dr. Charles Frederick Columbia from 1862 until their deaths shortly after the turn Newcombe. of the century. The photographs were eventually acquired by Dr. Newcombe collected artifacts from the native people the Southwest Museum from the collection of Dr. Herbert J. of the British Columbia coast on the instructions of museums Spinden, archaeologist and curator at several major U. S. across North America and also locally for the British Colummuseums, including the Peabody Museum, Harvard, and bia Provincial Museum. He was a contemporary and often"
ien.35556026785030,The masterkey.,1987,252,24,Pioneer,,,,Nothing further emanated from this pioneer now have such a magnificent record of Native America.,"One can reproduce the features, out the nineteenth and early twentieth centuries, persisted but not the expression the landmarks, but not the wonunder the most difficult conditions to explore, map, record, drous light which is to the bare Southwest the soul that paint, and photograph Native Americans and the wilderness glorifies a plain face. ... One cannot focus upon sunlight landscape. and silence. Without the likes of people such as Catlin, Bodmer, And then it ended. The year 1904 saw his last expedition to Frémont, Curtis, Grinnell, and their fellows, we would not the Southwest.","Nothing further emanated from this pioneer now have such a magnificent record of Native America. from that time until his death in 1916. The photographs reAdam Clark Vroman is an important part of this heritage. mained out of public mind and view until the early 1960s. In the decade which straddled the turn of this century, Since then there have been several books published and a Vroman took his primitive photographic equipment growing appreciation of Vroman's work."
mdp.39015012923929,"Civil Liberties Act of 1985 and the Aleutian and Pribilof Islands Restitution Act hearings before the Subcommittee on Administrative Law and Governmental Relations of the Committee on the Judiciary, House of Representatives, Ninety-ninth Congress, second session, on H.R. 442 and H.R. 2415 ... April 28 and July 23, 1986.",1987,414,36,Pioneer,,,,This book is about our Japanese people in the United State from its pioneer days up to the present time.,"But, was it really? Not a single spy? I don't believe it. There were plenty spies, but FBI didn't catch them. BILL HOSOKAWA'S ""NISEI"" I Bill Hosokawa's ""Nisei, Quiet American,"" is beautifully written, with most of the seamy sides hidden.","This book is about our Japanese people in the United State from its pioneer days up to the present time. Bill just tried to show the American public that our Japanese people were nice people and the Nisei were loyal Americans. To me, this book is overly apologetic. He tried hard, throughout his thick 500-page book to illustrate how we were ""mistreated"" in this country, but he failed to mention about our own sharks and killer whales that victimized our own people. We had our own labor tycoons, too."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,43,17,Pioneer,,,,"The shift from pioneer to nonpioneer families in the area is reflected in absentee of ownership, short-term ownerships, leases, and rentals.","Increasingly, it was the Dallas schoolhouse that served as the informal community center where dances and meetings were held. The Alkali Creek and Mayfield Schools were meeting places for the residents of lower Cow Creek and Mayfield, respectively. Members of each neighborhood not only lived physically near each other and sent their children to the same school, but some were related to their neighbors either by blood or by marriage. Very few of the descendants of the original settlers continued to live and farm in the Cow Creek-Dallas Creek area after World War II. This emigration, plus the fact that the country schools were closed and torn down, essentially meant the loss of the traditional sense of neighborhood.","The shift from pioneer to nonpioneer families in the area is reflected in absentee of ownership, short-term ownerships, leases, and rentals. Properties were often acquired as investments, not as working ranches or homes. In the 1950s, the farms and ranches of the area wer generally considered not sufficiently profitable to sustain families as they had in the past without outside sources of income. The standard of living in rural communities continued to approach that of urban populations, and “subsistence” farming would have had to involve more and more production for cash to maintain that standard of living. Maintaining that standard, whether through improved crop technology or mechanization, would have required a great deal of money for new seeds and breeds, new machinery, fertilizer, and As new residents moved into the study area during the 1950s and 1960s, they made improvements at the ranches that, in several instances, radically changed the ranches' appearances."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,3,Pioneer,,,,Biographies of pioneers in the study area illustrate the diversity of many of these early settlers (Rathmell 1976; Monroe 1934).,"had to adapt to survive. The jobs were seasonal. In the off season the laborers had to work in construction, mining, or other industries.","Biographies of pioneers in the study area illustrate the diversity of many of these early settlers (Rathmell 1976; Monroe 1934). Archaeological investigations in the area found the remains of charcoal making, railroad-tie cutting, beekeeping, herding, hunting, and other “unsung” activities. Many of these are significant industries in terms of the numbers of people involved. Particularly labor-intensive were the charcoal making and railroadtie cutting industries. Another important industry in many areas was the tie-hack industry (Wroten 1956), which was responsible for armies of workers in the hinterlands, often far ahead of the railroads."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,51,Pioneer,,,,"They included 50R123, identified with Jake Hafer, a pioneer of the area, and 50R 174 occupied by “Johnny the Greek” Sophocles.","The land, which was owned by Asbury Armlin formed a small community, sometimes called “Alkali,” with the school as the focal point. The second area was on the lowest terrace of the Uncompahgre River, where 50R184, 50R 188, and 50R178 are located. Site 50R128 was a separate ranch within the larger ranches, 50R126 and 50R127, for only a limited time. Most of the people who occupied 50R128 were renters. The other sites that had “unsung” structures were widespread.","They included 50R123, identified with Jake Hafer, a pioneer of the area, and 50R 174 occupied by “Johnny the Greek” Sophocles. The house at 50R172, reputed to have been constructed by Asbury Armlin for his sonin-law, Ray Porter, is within the area of the large Armlin Ranch. 244"
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,263,20,Pioneer,,,,"Mr. and Mrs. Will Watts, who are in their nineties and have early knowledge about the area, associated the dugout with David Wood, a well-known pioneer freighter of the area who used the dugout as a retreat.","The dump is north and uphill of the foundation. The dugout, 50R171, is made of hewn logs connected at notched corners. The roof of the structure has collapsed. Nails were the only artifacts used to date the structure. The door has wire nails, but the interior of the dugout has cut nails, suggesting a modification of the door.","Mr. and Mrs. Will Watts, who are in their nineties and have early knowledge about the area, associated the dugout with David Wood, a well-known pioneer freighter of the area who used the dugout as a retreat. South and east of the house complex was the Shortline Ditch, which separated the barn complex from the rest of the site. The barn was approximately 100 yards from the house. No evidence of the barn or any of the buildings exists today. Features known to exist from oral accounts are a privy, a water source, and other barn complex features, but no archaeological evidence exists for these features."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,272,17,Pioneer,,,,A historic record portrays a Silverton pioneer who found his first job in the charcoal industry (West 1946).,"However, smelters were present in Ouray and charcoal was probably used. Rockwell (1965) identifies the presence of a small woodburning smelter in Ouray as early as 1877. Charcoal was the preferred fuel of smelters because it is high carbon fuel and the wood tars and gases had been burned out. There were other markets for the charcoal in the area. Archival evidence of charcoal making and use near Silverton is in the San Juan County records.","A historic record portrays a Silverton pioneer who found his first job in the charcoal industry (West 1946). 50R450 50R425 5OR338 5OR547 50R422 50R423 50R4 18 SCALE -50R309 FEET 2000 4000 500 1000 METERS 5OR310 Figure 8-3. Mines, quarries, charcoal pits, and railroad tie-cutting locations in the study area. The charcoal sites are outside the immediate study area and therefore were investigated at the survey level; they are described as charcoal “pits.” Cut wood is stacked on the ground, usually on a prepared surface, then covered with dirt, old charcoal, leaves, pine needles, or other materials while it is burned."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,324,11,Pioneer,,,,Teamsters also used oxen or bulls to pull many pioneer freight wagons.,"These newcomers were attracted as much by the promise of rich farmlands as by the mines. David Wood's forwarding freight business became the link between the D&RG railhead in Gunnison and the mining and ranching region around Ouray, Montrose, and Telluride. On the return trip, the teams brought out ore for the smelters, which were then mostly in Pueblo. In fact, the small settlement of Dallas, which expanded around a major stage and freight station, rivaled Montrose for a time as a shipping point for the big cattle trade of the Norwood and Paradox areas. Dallas also became the loading and shipping center for freight teams on their way to and from the Telluride mining district (Rockwell 1965).","Teamsters also used oxen or bulls to pull many pioneer freight wagons. Traveling only two miles an hour, the driver usually walked beside his team. He guided them by calling “gee” or “haw” for right and left turns, respectively. Ore was packed down from the mines by pack burro or pack mule to Ouray. It was then loaded into freight wagons and hauled to the railroad at Montrose, after the Denver and Rio Grande Railroad (D&RG) reached there in 1882."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,332,29,Pioneer,,,,The boom years ended with a post-war depression that coincided with the end of the reign of the successful pioneer landholders.,"Their lands were divided among their inheritors or were sold in parcels to pay creditors. The post-World War I depression made it more economical for the newcomers to lease part or all of the ranches. The end came with the selling of the remaining ranches to the Bureau of Reclamation during the late 1970s. The ranch owners who bought the land as a long-term investment profited handsomely, but their ranches had a definite rundown appearance because of neglect by tenants. A CHANCE TO MAKE A BUCK: PHASE 1 World War I resulted in a boom period for farmers and ranchers and the high point of the post-frontier development of the economy of the area.","The boom years ended with a post-war depression that coincided with the end of the reign of the successful pioneer landholders. Ute Reservation Period Phase 3 includes the gradual decline of the farms and ranches in the study area after the reign of the pioneer landholders. The original landholdings were broken up in the 1920s and 1930s, as a consequence of multiple inheritances and as needs developed to pay creditors. The smaller parcels of land were unable to support families; this resulted in an increase of land leases. The historic occupation of the study area by the Ute Indians cannot be substantiated by archaeological information."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,332,30,Pioneer,,,,Ute Reservation Period Phase 3 includes the gradual decline of the farms and ranches in the study area after the reign of the pioneer landholders.,"The post-World War I depression made it more economical for the newcomers to lease part or all of the ranches. The end came with the selling of the remaining ranches to the Bureau of Reclamation during the late 1970s. The ranch owners who bought the land as a long-term investment profited handsomely, but their ranches had a definite rundown appearance because of neglect by tenants. A CHANCE TO MAKE A BUCK: PHASE 1 World War I resulted in a boom period for farmers and ranchers and the high point of the post-frontier development of the economy of the area. The boom years ended with a post-war depression that coincided with the end of the reign of the successful pioneer landholders.","Ute Reservation Period Phase 3 includes the gradual decline of the farms and ranches in the study area after the reign of the pioneer landholders. The original landholdings were broken up in the 1920s and 1930s, as a consequence of multiple inheritances and as needs developed to pay creditors. The smaller parcels of land were unable to support families; this resulted in an increase of land leases. The historic occupation of the study area by the Ute Indians cannot be substantiated by archaeological information. No archival information identified any specific location with Ute Indian occupation other than the Agency cow camp identified today as site 50R 131."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,19,Pioneer,,,,"Mary Lee (no date), a member of a pioneer family in 1880, notes that the Utes would not allow the settler's cattle to move across Cow Creek and onto the reservation.","A treaty agreement was made in 1880, whereby the Utes gave up the Uncompahgre Reservation and left it on August 28, 1881. Very little is known about the interaction of the Utes and the Anglos during the reservation period, except that it was a period of mutual distrust. Daniels (1952) records the apathy and disillusionment of the Utes and their susceptibility to disease and liquor. The Utes were very defensive about their boundaries. Intrusion on their land, either by livestock or people, initiated complaints to the agents and explusion of the offender.","Mary Lee (no date), a member of a pioneer family in 1880, notes that the Utes would not allow the settler's cattle to move across Cow Creek and onto the reservation. Specific information about the location of the Ute Indians in the study area was not discovered. The most specific information available is in occasional accounts in the Ouray newspapers which stated Utes used the land and maintained that Uncompahgre Park should be their land, so that they could have access to the hot springs and other resources. Historic Ute Indian sites are reported from the area north and south of the study area. North of the study area near Billy Creek, there were reported to be remnants of a tree burial according to Monte Sanburg, Montrose Chapter of the Colorado Archaeological Society."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,36,Pioneer,,,,"In general, the attitude toward the Utes expressed by the descendents of the pioneers has been nostalgic and is reflected in the retention of many Indian place names.","Exceptions were Ouray and Shavano (Wheeler, 21 February 1877), and Galota (Sherman, 9 September 1880). George Hurlburt, a surveyor who made plats of the town of Dallas in later years, was an employee of the Ute Agency in the late 1870s. He noted the aversion of the Utes to growing crops. He also noted that Ute women preferred herding goats to growing crops (Rathmell 1976). The reservation was abandoned in August 1881, in accordance with the 1880 treaty; however, the Indians returned there for years and participated in county fairs and other festivities (Rathmell 1976).","In general, the attitude toward the Utes expressed by the descendents of the pioneers has been nostalgic and is reflected in the retention of many Indian place names. The impact of the Indians on the Anglo population has not been significant, with the exception of the nostalgic attitude towards the Utes. This is probably related to the short The Agency attempted to set a good example by having a resident farmer in the cow camp. However, the 315"
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,336,19,Pioneer,,,,"Jake Hafer, a pioneer who lived in the study area, was a contract hunter in 1884, and sold his game to the miners.","Ingersoll (1969) describes the distribution of farms of the “ranchmen” as being in the river valley and the cattle “roaming” on the adjacent uplands. The ranchmen put their surplus money into stocking the cattle on the range. Activities other than farming and ranching provided food for the population of the area. These included contract game hunting, and growing and marketing small berries and fruits. “Frenchy” of Dallas was reported in the Ouray Times on October 8, 1881, to have had success in deer hunting.","Jake Hafer, a pioneer who lived in the study area, was a contract hunter in 1884, and sold his game to the miners. Strawberries sold for $6.00 a quart in Ouray on June 18, 1881, according to the Ouray Times; that contrasted with $1.00 for six quarts, the going price in Boulder. According to Hammond (1948:263) the area around Dallas was only able to produce limited major farm crops like hay, grains, and potatoes. McMurtrie, a Government surveyor of the area, stated that oats and potatoes were grown in the township within the study area (McMurtrie 1883). Ingersoll (1969:277) said that in 1883, everything except corn was raised in Uncompahgre Park and that the principal crops were barley, oats, hay, potatoes, and vegetables."
osu.32435081057895,Here you have my story : eyewitness accounts of the nineteenth-century Central Plains /,2009,8,7,Pioneer,1,,,Frontier and pioneer life—Nebraska—Sources.,p. cm. Includes bibliographical references and index. ISBN 978-0-8032-2660-9 (pbk.: alk. paper) 1. Nebraska—History—19th century—Sources. 2.,Frontier and pioneer life—Nebraska—Sources. 3. Land settlement—Nebraska— History—Sources. 4. Indians of North America—Nebraska—History—19th century—Sources. 5.
osu.32435081057895,Here you have my story : eyewitness accounts of the nineteenth-century Central Plains /,2009,8,14,Pioneer,1,,,Frontier and pioneer life—Great Plains—Sources.,Land settlement—Nebraska— History—Sources. 4. Indians of North America—Nebraska—History—19th century—Sources. 5. Great Plains—History—19th century—Sources. 6.,"Frontier and pioneer life—Great Plains—Sources. 7. Land settlement—Great Plains—History—Sources. 8. Indians of North America—Great Plains—History—Sources. I. Jensen, Richard E. F666."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,336,46,Pioneer,,,,"Growing and cutting wild-grass The cattle business, according to a San Juan area pioneer and rancher, Major Daniel Sheets, was “the favored occupation and dominated mining and all else in the West ... spread lots of money in the community, 318","One of the advantages of producing hay for the market was that it grew free as grasses. The only requirement was productive land or the means to cut and transport the mountain hay in the summertime. Wild-grass hay was not subject to the problems of domesticated crops caused by short growing seasons. Mountain hay was cut by at least one of the area ranchers; Charles Doelz is known to have hauled his equipment to the mountains east of the study area to cut wild hay, according to Wallace Worley (1981). Competition over wild mountain hay even erupted into pitched gun battles, according to Rockwell (1965), who tells of such a battle on Grand Mesa in 1890.","Growing and cutting wild-grass The cattle business, according to a San Juan area pioneer and rancher, Major Daniel Sheets, was “the favored occupation and dominated mining and all else in the West ... spread lots of money in the community, 318"
