,volume_id,title,year,page,sentence,keyword,Ontopic?1=no,P=positveN=negative[empty]=neutral/other-ForONTOPIConly,context,v_sent_score,tb_sent_score,siebert_sent_score,bertweet_sent_score,v_sent,tb_sent,siebert_sent,bertweet_sent
222,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,50,14,Frontier,,,"Indian dances, frontier ghost towns, good fishing",0.1531,0.7,0.9988208413124084,0.9514199495315552,Neutral,Positive,POSITIVE,POS
223,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,57,27,Frontier,,,"The West was not as refined as the East, since frontier conditions lingered there, but the",0.0,0.0,0.9966512322425842,0.8643274307250977,Neutral,Neutral,POSITIVE,NEU
224,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,60,14,Frontier,,,"Indeed, Fergusson was a native-born granddaughter of a Santa Fe trader, daughter of a frontier attorney and territorial representative to Congress, a “native” Anglo-American observer and commentator who came to be known among certain Indian peoples as Beautiful Swift Fox.",0.7783,0.5321428571428571,0.9955321550369263,0.957148551940918,Positive,Positive,POSITIVE,NEU
225,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,70,2,Frontier,,,"All of which transforms what otherwise might be thought of as the crudeness of the folksy, frontier, practical joke, of kidding and pulling the leg of the newcomer, into a more urbane kind of wit.",-0.1027,0.55,0.9988923668861389,0.8058554530143738,Neutral,Positive,POSITIVE,NEU
226,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,70,11,Frontier,,,"Her duty was to bridge the two worlds—frontier past and modern present, to bring comfort and understanding and acceptance of the Native American and Hispanic to the Anglo.",0.6705,-0.012499999999999997,0.9987221360206604,0.6753448247909546,Positive,Neutral,POSITIVE,POS
227,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,119,6,Frontier,,,"The entire project was closely linked to her respect for her father, H. B. Fergusson, and his livelihood as a frontier attorney and territorial politician.",0.5994,0.0,0.9978036284446716,0.8378111720085144,Positive,Neutral,POSITIVE,POS
228,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,123,11,Frontier,,,"38 Fergusson thus acknowledges civilization's need to abolish murder and violence, while at the same time conceding that the settlement of the frontier was also a necessarily violent era.",-0.9287,-0.4,0.9974074959754944,0.9084123969078064,Negative,Negative,POSITIVE,NEU
229,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,124,10,Frontier,,,"Central to the overreaching motive of the book is her dedication of the volume to her father, one-time frontier attorney in White Oaks, New Mexico, and then lawyer in Albuquerque, as well as district attorney, Harvey Butler Fergusson, a man who “believed in law and order.""",0.2732,0.04545454545454545,-0.9977155923843384,0.6264867782592773,Neutral,Neutral,NEGATIVE,NEU
230,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,125,13,Frontier,,,"Each tale can be read for any one of several ideas as well: for the mind and sensibility at work in retelling the notorious murder in question and its attendant mysteries, whether about human behavior or the vagaries of time and place; for the biographies of killer and killed; for the descriptions of setting and ambiance; for insight into the interrelationships, both cultural and racial, of Mexican American, Native American, Anglo-American, and, in one instance, Asian American; for the various profiles of Southwestern women as they confronted the issues and roles of gender during the late nineteenth and early twentieth centuries; for the horrors and imponderables about not only human violence and revenge, anger and fear, but about more noble emotions and traits, such as loyalty and courage, love and rescue; for a greater understanding of the workings of frontier and modern justice; for the ways in human nature and geography which both change and never change.",0.9669,0.06521739130434782,0.9988347887992859,0.9704999923706055,Positive,Neutral,POSITIVE,NEU
231,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,131,4,Frontier,,,"With the talents of an accomplished historian/detective (Clio as Columbo), Fergusson adeptly unfolds the many layers of mysteries, multifold as they are, which surround an era of transition from frontier justice to modern justice, the mysteries of this or that series of events in a place such as New Mexico, in the Southwest.",0.9136,0.2727272727272727,0.9988855719566345,0.5228411555290222,Positive,Neutral,POSITIVE,NEU
232,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,131,9,Frontier,,,"In Fountain's story—the mysterious disappearance of both Fountain and his son, the resultant accusations of foul play, the trial of rancher Oliver Lee and his defense by none other than Albert B. Fall, Harry Dougherty, and H. B. Fergusson-is found all the makings for prototypic Southwestern frontier history (legal, political, and social) and for “classic” Western melodrama as well.",0.4939,-0.003124999999999996,0.9983729124069214,0.9063072800636292,Positive,Neutral,POSITIVE,NEU
233,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,132,9,Frontier,,,"The immediacy of the moment of departure is recounted in the most convincing and credible detail and, not insignificantly, from the point of view of Mrs. Fountain as a frontier wife and woman: “The wife clung to her husband, weeping, and at the end she gave him a muffler of her own that he might at least be warm.",0.2484,0.3833333333333333,0.9986398816108704,0.8798353672027588,Neutral,Positive,POSITIVE,NEU
234,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,154,2,Frontier,,,"Even village land grants, such as that of Chilili in the Estancia Valley east of Albuquerque (also dramatized in Murder and Mystery in New Mexico), soon disappeared in the face of frontier lawyers (a class, like her father, H. B. Fergusson, which she still holds forth in admiration as men with their tradition of hard work, canny trading and long saving”).",-0.0258,-0.05132575757575758,0.9938402771949768,0.8037006855010986,Neutral,Neutral,POSITIVE,NEU
235,mdp.39015038174242,Beautiful swift fox : Erna Fergusson and the modern southwest /,1996.0,185,2,Frontier,,,"It was a time when the alleged closing of the frontier and the coming of more than just the railroad signaled both technological promise and paranoia, the anxiety of many and severe machines in the garden, from the automobile to the atomic bomb.",-0.7351,0.3,0.9946499466896057,0.8679395318031311,Negative,Neutral,POSITIVE,NEU
236,mdp.39015038437631,The war trail north /,1995.0,28,0,Frontier,,,"So Asquani, named for the unknown Spaniard who had raped his Timucua mother, Trotting Wolf and He-KillsQuickly guarded the road that led to the frontier town of Stikoyi.",-0.6808,0.15000000000000002,0.9937266111373901,0.6887450218200684,Negative,Neutral,POSITIVE,NEU
237,mdp.39015038437631,The war trail north /,1995.0,110,0,Frontier,,,"had been any recent troubles with neighboring enemies that he had not yet heard about, it would likely be at one of the frontier towns farthest from Stikoyi.",-0.7351,0.0,-0.9543619751930237,0.829957902431488,Negative,Neutral,NEGATIVE,NEU
238,mdp.39015038437631,The war trail north /,1995.0,145,0,Frontier,,,again he was obliged to relate his own adventures on the frontier between Turkey Town and the country of the AniGusa.,0.34,0.6,-0.9972273707389832,0.9633785486221313,Positive,Positive,NEGATIVE,NEU
239,mdp.39015040365721,Dreams of Quivira : stories in search of the golden West : new fiction /,1998.0,17,4,Frontier,,American frontier,"Whereas I knew nothing firsthand of the “real,” the historical Quivira, its moment and developing legend in the Spanish exploration of New Mexico, it was nevertheless of much tangential and encompassing significance to my family—as was the discovery and the closing of the American frontier.",0.4588,0.0893939393939394,0.9984993934631348,0.8682937026023865,Positive,Neutral,POSITIVE,NEU
240,mdp.39015040374624,Inventing the savage : the social construction of Native American criminality /,1998.0,84,12,Frontier,,,"To the whites, the bison remains an anomaly, something upon which to attempt to perpetuate the frontier mentality.",0.0,0.0,-0.9966525435447693,0.7237340211868286,Neutral,Neutral,NEGATIVE,NEU
241,mdp.39015040374624,Inventing the savage : the social construction of Native American criminality /,1998.0,120,12,Frontier,,,The Hess case clearly illustrates the prevailing ignorance in the law and the frontier mentality (not just reserved for Native Americans) found in the state of Montana.,0.0516,0.10000000000000002,-0.969575047492981,-0.9544394016265869,Neutral,Neutral,NEGATIVE,NEG
242,mdp.39015040568548,American Indian sovereignty and the U.S. Supreme Court : the masking of justice /,1997.0,227,12,Frontier,,,"Throughout its discussion of this unenacted bill, Congress had ""proposed” to establish an Indian territory in the western regions of the frontier, which would have entailed a confederation of Indian tribes, with the ultimate goal of the territory's becoming a state.",0.0,0.15,-0.9980589747428894,0.9596055746078491,Neutral,Neutral,NEGATIVE,NEU
243,mdp.39015040704168,Conversations with N. Scott Momaday /,1997.0,183,22,Frontier,,,"But the West, on the other hand, the western literature deals with another question, and that is the opening of the frontier, which in a sense, I think, is still going on.",0.6486,-0.0625,0.9973719120025635,0.8396128416061401,Positive,Neutral,POSITIVE,NEU
244,mdp.39015040704168,Conversations with N. Scott Momaday /,1997.0,204,21,Frontier,,,"I think that in Europe, being older and having developed the land so long ago, there is a kind of deep appreciation for what we think of here as the frontier experience.",0.5106,0.16333333333333333,0.998050332069397,0.8418095707893372,Positive,Neutral,POSITIVE,POS
245,mdp.39015041366777,Wynema : a child of the forest /,1997.0,51,11,Frontier,,,"In depicting Genevieve's adjustment to life in the Muscogee Nation, Callahan does not emphasize her heroine Genevieve's response to an unfamiliar, hostile landscape, as did many other nineteenth-century women authors of frontier novels.",-0.6806,0.1875,-0.9982427358627319,0.7551105618476868,Negative,Neutral,NEGATIVE,NEU
246,mdp.39015041366777,Wynema : a child of the forest /,1997.0,51,15,Frontier,,,Teaching was one of the few acceptable occupations open to unmarried women on the frontier.,0.3182,-0.1,0.9937911629676819,0.6751728057861328,Positive,Neutral,POSITIVE,POS
247,mdp.39015041769590,"Columbus and other cannibals : the wétiko disease of exploitation, imperialism and terrorism /",1992.0,95,2,Frontier,,,It also reflects the hostility towards nature and the forest which is evident in the attitudes of many European frontier people in North America and Brazil today.,-0.5423,0.25,0.9881736636161804,-0.9280601739883423,Negative,Neutral,POSITIVE,NEG
248,mdp.39015041772370,Backward to forward : prose pieces /,1997.0,88,3,Frontier,,,"In the summer of 1868, Major George (Sandy) A. Forsyth asked and received permission from General Phil Sheridan to outfit a fighting troop of men who had dealt for years in frontier warfare.",-0.5719,0.05625000000000001,0.9935316443443298,0.9626659750938416,Negative,Neutral,POSITIVE,NEU
249,mdp.39015041772370,Backward to forward : prose pieces /,1997.0,120,10,Frontier,,American frontier,It awakened the country again to the concept of the great American frontier and to a people not yet completely tamed.,0.6249,0.3,0.9988093376159668,0.6585747003555298,Positive,Neutral,POSITIVE,POS
250,mdp.39015041919518,Boston mountain tales : stories from a Cherokee family /,1997.0,41,2,Frontier,,,"The number of slash bars on his sleeves told that he was a veteran of the frontier, possibly going all the way back to the Second Revolutionary War, a man who was always reluctant to back away from any fight.",-0.8519,0.0,0.9957678318023682,0.5801559090614319,Negative,Neutral,POSITIVE,NEU
251,mdp.39015041919518,Boston mountain tales : stories from a Cherokee family /,1997.0,73,15,Frontier,,American frontier,Her life on America's mountainous frontier had made her as tough and resilient as any hickory sapling in the woods.,-0.128,-0.3888888888888889,0.9977906942367554,0.8934719562530518,Neutral,Negative,POSITIVE,POS
252,mdp.39015041919518,Boston mountain tales : stories from a Cherokee family /,1997.0,110,10,Frontier,,American frontier,Polly and her husband were reared in the rugged Allegheny Mountains on America's Western frontier.,0.0,0.0,0.9984374642372131,0.9708603024482727,Neutral,Neutral,POSITIVE,NEU
253,mdp.39015042153448,Speaking for the generations : native writers on writing /,1998.0,169,5,Frontier,,,"The three white people in The Moon and Dead Indians, the first play of two in The Indian Medicine Shows, gather around a cabin in some foothills in New Mexico in 1878, barely living on the land, survivors of the frontier who are haunted by a denial of their part in that process.",-0.7184,0.047272727272727265,0.997417688369751,0.9292215704917908,Negative,Neutral,POSITIVE,NEU
254,mdp.39015042863905,"Throwing fire at the sun, water at the moon /",2000.0,84,2,Frontier,,,He remained near Mexico City while he prepared for his ministry in the northwestern frontier.,0.2263,0.1,0.9972766041755676,0.9713869094848633,Neutral,Neutral,POSITIVE,NEU
255,mdp.39015043048480,400 years : Anglican/Episcopal mission among American Indians /,1997.0,26,12,Frontier,,,"In 1716 the governor sent the Rev. Charles Griffin to the frontier, chiefly to work among the Indians.",0.0,0.0,0.9941020607948303,0.9632331728935242,Neutral,Neutral,POSITIVE,NEU
256,mdp.39015043048480,400 years : Anglican/Episcopal mission among American Indians /,1997.0,48,5,Frontier,,,"In the first quarter of the 19th century it left the task of evangelizing the frontier to fervent, more fundamentalist preachers whose emotional style proved well adapted to the religious needs of a rough and adventurous society.",0.7351,0.16428571428571428,0.9981818199157715,0.6102485060691833,Positive,Neutral,POSITIVE,NEU
257,mdp.39015043048480,400 years : Anglican/Episcopal mission among American Indians /,1997.0,68,10,Frontier,,,"After serving the Rome, New York, church for six years he was called to set up a ""free church"" parish in the working-class southside of Chicago, then a robust frontier settlement and railroad center.",0.6908,0.14545454545454548,0.997718095779419,0.9132238030433655,Positive,Neutral,POSITIVE,NEU
258,mdp.39015043048480,400 years : Anglican/Episcopal mission among American Indians /,1997.0,70,14,Frontier,,,"Grievances mounted against frontier encroachment, rigged treaties and traders' practices which included inflated debts and an ever-present threat to cut off credit.",-0.7845,0.0,-0.9922623634338379,-0.9152793884277344,Negative,Neutral,NEGATIVE,NEG
259,mdp.39015043048480,400 years : Anglican/Episcopal mission among American Indians /,1997.0,165,3,Frontier,,,"His first stop in the territory was Fort Gibson, a mean little frontier outpost known as the ""Hell Hole of the Southwest.""",-0.7783,-0.08333333333333333,-0.9829959273338318,0.9455525279045105,Negative,Neutral,NEGATIVE,NEU
260,mdp.39015043113607,Last Standing Woman /,1997.0,283,24,Frontier,,,"""Howdy,"" the man said in his best frontier accent when he saw Moose.",0.6369,1.0,0.996792733669281,0.8464543223381042,Positive,Positive,POSITIVE,NEU
261,mdp.39015045693911,The cold-and-hunger dance /,1998.0,94,16,Frontier,,American frontier,"A dalmatian in a sheep pen unconnected to the sheep or the owners is an emblem of mixed heritage, a new American frontier.",0.0,0.04545454545454545,0.9956718683242798,0.8362393379211426,Neutral,Neutral,POSITIVE,NEU
262,mdp.39015045695056,Off the reservation : reflections on boundary-busting border-crossing loose canons /,1998.0,204,13,Frontier,,,"It's a colonial town, a frontier town, blasted and despairing.",-0.5106,-0.6,-0.9967459440231323,-0.9336301684379578,Negative,Negative,NEGATIVE,NEG
263,mdp.39015045695056,Off the reservation : reflections on boundary-busting border-crossing loose canons /,1998.0,244,4,Frontier,,,"There the language is not necessarily American, and what defines the region is its primal struggle to emerge into the full light of Anglo-American identity after more than a century as frontier.",-0.3182,0.3125,0.9986454844474792,0.6707285642623901,Negative,Neutral,POSITIVE,NEU
264,mdp.39015045695056,Off the reservation : reflections on boundary-busting border-crossing loose canons /,1998.0,256,5,Frontier,,,"It illustrates the narrative nexus that the borderlands, the frontier, exemplify.",0.0,0.0,0.9985910058021545,0.9352403879165649,Neutral,Neutral,POSITIVE,NEU
265,mdp.39015045695056,Off the reservation : reflections on boundary-busting border-crossing loose canons /,1998.0,257,4,Frontier,,,"No longer the quiet backwaters of Anglo civilization where the oncefiery Spaniard suffered from the same ditchwater in his veins that marked the passive and long-suffering Pueblo Indians (or so some statesman lamented to the Congressional Record), the Southwest was a singular frontier.",-0.7402,0.03333333333333333,0.9977827668190002,0.8257601261138916,Negative,Neutral,POSITIVE,NEU
266,mdp.39015045699991,"Voice of the turtle : American Indian literature, 1900-1970 /",1994.0,152,9,Frontier,,,"He saw the Colorado with its treacherous gleaming quicksand and, just beyond, the vicious frontier town, flaunting its vice so shamelessly, and then his gaze wandered back to the form of his mother as she bent again over the pot of soup.",-0.6825,-0.5,-0.989413857460022,-0.5548610687255859,Negative,Negative,NEGATIVE,NEG
267,mdp.39015045699991,"Voice of the turtle : American Indian literature, 1900-1970 /",1994.0,153,7,Frontier,,,"Consider, you who feel called upon to judge him, to measure him by your standards, of which he falls so far short; over against your pride of birth, your mother's prayers, the sense of honor inborn, your mental capacity of assimilation, I place the forms of Jose's parents—the squalor of the mud hut, the unbridled license of his early years, the frontier town with saloon doors always open, the pointing fingers of the leering squaws, and I challenge you to declare his education vain or to proclaim his life a failure..",-0.0516,-0.036111111111111115,-0.997545063495636,0.6097244024276733,Neutral,Neutral,NEGATIVE,NEU
268,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,28,9,Frontier,,NY,They declared war upon Great Britain and defended the Niagara frontier.,0.0516,0.8,0.9978286623954773,0.9091336727142334,Neutral,Positive,POSITIVE,NEU
269,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,75,6,Frontier,,,It was this achievement in rhetoric that his unskilled interpreters confessed they were unable to reproduce in the frontier English that they had at their command.,0.0,-0.25,0.9954349398612976,0.6464840769767761,Neutral,Neutral,POSITIVE,NEU
270,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,100,15,Frontier,,,They did not know that the frontier had suffered enough from depredation and from the determination of the Indians to make treaties stick.,-0.128,0.0,-0.9912680387496948,-0.7700657248497009,Neutral,Neutral,NEGATIVE,NEG
271,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,101,5,Frontier,,,"If Sullivan met defeat, the Indians would bathe the frontier in blood.",-0.4588,0.0,-0.9966932535171509,-0.853033185005188,Negative,Neutral,NEGATIVE,NEG
272,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,118,0,Frontier,,,"President Washington knew the misery that would accompany a new war on the frontier, and so did General Philip Schuyler.",-0.8225,0.09318181818181819,0.9597121477127075,-0.8986662030220032,Negative,Neutral,POSITIVE,NEG
273,mdp.39015045993865,"Red Jacket, Seneca chief /",1998.0,129,3,Frontier,,,"If there were any question why the Indians were wavering between the British and the United States, it was because of the persistence of the British hold on the frontier.",0.296,0.0,0.9952300786972046,0.8937717080116272,Neutral,Neutral,POSITIVE,NEU
274,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,42,4,Frontier,,NY?,"The Seneca of the Genesee country were faced by powerful enemies of their own bloodstock who were watchful of the Genesee frontier, and eager to make war.",-0.4215,0.44999999999999996,-0.9567886590957642,0.6095713973045349,Negative,Positive,NEGATIVE,NEU
275,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,60,5,Frontier,,,"Thus, in the autumn of 1650, the Iroquois by a swift and terrible attack reduced one of the frontier towns of the Neutral garrisoned by 1,600 warriors.",-0.6597,-1.0,0.9910638332366943,-0.8687706589698792,Negative,Negative,POSITIVE,NEG
276,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,122,4,Frontier,,NY,The advantages of controlling the Niagara frontier were apparent.,0.3612,0.05,0.9977866411209106,0.6595675349235535,Positive,Neutral,POSITIVE,POS
277,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,129,2,Frontier,,,"The English authorities were not entirely asleep, and when William Burnet became Governor of New York and New Jersey (April 19, 1720), by royal appointment, he came to New York, where he found talk about Niagara of such moment that, within a month after his arrival, he dispatched a message to the Lords of Trade proposing to fortify the frontier to prevent the French “from seducing the Senecas”.",0.0258,0.05844155844155844,0.991532027721405,0.9459183216094971,Neutral,Neutral,POSITIVE,NEU
278,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,132,15,Frontier,,,"Little was done, however, except to hold the frontier against French invasion, for the Treaty of Aix-la-Chappelle brought an armistice.",0.0,-0.09375,-0.9965674877166748,0.6378167867660522,Neutral,Neutral,NEGATIVE,NEU
279,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,151,12,Frontier,,,The Seneca of Old Castle in 1765 dressed for the most part like white people of the frontier.,0.4173,0.19999999999999998,-0.9902998208999634,0.9377513527870178,Positive,Neutral,NEGATIVE,NEU
280,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,162,7,Frontier,,,"The young Indian braves along the frontier, influenced by the British, began to fall upon outlying settlements, and render other aid to the red coats, until the wrath of the colonial government could no longer be withheld.",0.1779,-0.006249999999999999,0.9762327671051025,0.8683989644050598,Neutral,Neutral,POSITIVE,NEU
281,mdp.39015046377522,"The history of the Seneca Indians,",1967.0,192,1,Frontier,,,Her Indian friends loved her and she probably suffered no more hardships than she would as a frontier woman among her own people.,0.3818,0.3499999999999999,0.9983311295509338,0.9076898097991943,Positive,Positive,POSITIVE,POS
282,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,48,10,Frontier,,American frontier,"In Europe the French intelligentsia had been deeply affected by generations of French writers in the Americas, and on the American frontier the English had had five generations of firsthand experience with the Indians.",0.1548,-0.016666666666666666,0.9965798258781433,0.8968625068664551,Neutral,Neutral,POSITIVE,NEU
283,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,114,10,Frontier,,NY,"Known primarily by his English name Hendrick, he would later befriend William Johnson on the frontier of colonial New York and, as an old man (about seventy years old), die in 1755 during a furious battle with the French at Lake George.",-0.8807,0.10519480519480519,0.9137116074562073,0.8694895505905151,Negative,Neutral,POSITIVE,NEU
284,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,120,1,Frontier,,,"West did many other paintings that incorporated Iroquois subjects, including a fulllength portrait now in the National Gallery, Washington, D.C., of an Iroquois with a white frontier companion who has been identified either as Sir William Johnson or Guy Johnson.",0.0,0.125,0.9950803518295288,0.9473751187324524,Neutral,Neutral,POSITIVE,NEU
285,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,125,12,Frontier,,,"During the French and Indian War (1754 to 1763), Gage had seen that British survival in frontier fighting depended upon their adapting Indian fighting tactics, just as the colonial ""Rangers"" had adopted them.",-0.836,0.0,0.9950330257415771,0.9473192095756531,Negative,Neutral,POSITIVE,NEU
286,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,127,17,Frontier,,MA,"This real life, for Adams as well as for all colonists, included Indians who were good neighbors, and whose enterprise included planting orchards, and Indian enemies on the Massachusetts frontier:",0.2023,0.44999999999999996,0.9974580407142639,0.7336819767951965,Neutral,Positive,POSITIVE,NEU
287,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,142,1,Frontier,,,"Moreover, the clan mothers, who had kept the Iroquois in the American Revolution when many of the warriors wanted to make peace, were evidently persuading the chiefs that the Iroqouis could not survive the devastations of yet another frontier war as they had during the revolution.",0.2514,0.25,-0.9883883595466614,0.7356495261192322,Neutral,Neutral,NEGATIVE,NEU
288,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,204,5,Frontier,,,"Indian nations allied with France and led by the Ottawa chief, Pontiac, continued hostilities against British forces attempting to place themselves in frontier forts and trading houses formerly controlled by the French.",-0.4767,0.0,0.9951419830322266,0.9506504535675049,Negative,Neutral,POSITIVE,NEU
289,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,223,8,Frontier,,,"In April 1783, John Dickinson, the president of Pennsylvania, wrote to the Pennsylvania congressional delegates that hostilities between Indians and the inhabitants of the state were continuing on the frontier.38 At Dickinson's urging, Congress dispatched Ephraim Douglas on a diplomatic mission to inform the Indians in the northern department that peace had been achieved between the United States and Britain, and that only the United States would now be dealing with Indian nations.",0.7184,0.0,0.9943996071815491,0.9625363349914551,Positive,Neutral,POSITIVE,NEU
290,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,255,5,Frontier,,,"The famous frontier soldier Robert Rogers stated to a London audience that among American Indians ""every man is free [and that no one] has any right to deprive him of his freedom.""28",-0.25,0.29642857142857143,0.9951773881912231,0.5911920070648193,Neutral,Neutral,POSITIVE,POS
291,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,262,2,Frontier,,NY,"** Although Hendrick was controversial, he saved the New York frontier and probably New England from the French in the initial stages of the Seven Years' War (French and Indian).",-0.4404,0.13712121212121212,0.9981144666671753,0.6075399518013,Negative,Neutral,POSITIVE,POS
292,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,266,13,Frontier,,white frontier,They lived in their own villages and strongholds beyond the white frontier.,0.25,0.3,0.9971687197685242,0.948809802532196,Neutral,Neutral,POSITIVE,NEU
293,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,266,17,Frontier,,,New immigrants coming to the eastern seaboard of North America to settle in the fledgling cities or the frontier farms were,0.0,0.13636363636363635,0.995125949382782,0.9659404158592224,Neutral,Neutral,POSITIVE,NEU
294,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,267,0,Frontier,,,"affected by Indian power along the frontier, since Indians inhibited unbridled westward movement.",-0.25,0.0,-0.9871106147766113,0.5598304271697998,Neutral,Neutral,NEGATIVE,NEU
295,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,303,11,Frontier,,,"The savage tribes on our Western frontier ought to be regarded as our natural enemies, their natural allies, because they have most to fear from us, and most to hope from them.1 Americans brought into the constitutional setting from their colonial and revolutionary experience two principles which have dominated and defined the subsequent relationship of Indian nations with the United States.",0.0772,0.19999999999999998,0.9954036474227905,0.8924127817153931,Neutral,Neutral,POSITIVE,NEU
296,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,309,1,Frontier,,,"White settlers could recover damages against the Indian nations for acts committed in the Indian conflicts on the frontier, but Indian nations were barred from similar suits for damages they suffered.",-0.8847,0.0,-0.9901604652404785,0.5061050057411194,Negative,Neutral,NEGATIVE,NEU
297,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,310,10,Frontier,,,The nature of the frontier precluded the formalities of declaring war.,-0.5994,0.0,-0.9892906546592712,0.9318467974662781,Negative,Neutral,NEGATIVE,NEU
298,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,311,4,Frontier,,,"Most probably, since the early frontier was in a constant state of turmoil, John Marshall saw the war power as an important part of Indian relations.",-0.6808,0.25,0.9953048229217529,0.9193585515022278,Negative,Neutral,POSITIVE,NEU
299,mdp.39015046875749,"Exiled in the land of the free : democracy, Indian nations, and the U.S. Constitution /",1992.0,316,12,Frontier,,,It is an effort to reduce tensions on the frontier between Indians and whites while maintaining some kind of accommodation to the changing nature of Indian life.,-0.4019,0.6,0.998256266117096,0.9631827473640442,Negative,Positive,POSITIVE,NEU
300,mdp.39015047079283,Fugitive poses : Native American Indian scenes of absence and presence /,1998.0,53,10,Frontier,,,"The savage is named the cause of national paranoia in captivity narratives and, in other frontier stories of sacrifice and redemption, a cultural hyperparasite and structural scapegoat; one parasite is the host of the other in the course of savagism, civilization, and victimry.",-0.7717,-0.049999999999999996,0.993357241153717,-0.7493489384651184,Negative,Neutral,POSITIVE,NEG
301,mdp.39015047079283,Fugitive poses : Native American Indian scenes of absence and presence /,1998.0,60,1,Frontier,,,"They see the world from both perspectives.48 Consider the tension of redoubled identities, the native and indian in separate dimensions, and the experiences of captives on the frontier.",-0.3182,0.0,0.9988483190536499,0.9600167274475098,Negative,Neutral,POSITIVE,NEU
302,mdp.39015047079283,Fugitive poses : Native American Indian scenes of absence and presence /,1998.0,63,2,Frontier,,,"Fanny Kelly, the ironist, created a frontier experience in a captivity narrative that was more readable with an indian warrant of authenticity.",0.25,0.5,0.9984015822410583,0.5684567093849182,Neutral,Positive,POSITIVE,NEU
303,mdp.39015047079283,Fugitive poses : Native American Indian scenes of absence and presence /,1998.0,96,3,Frontier,,,"His father was a prestigious white trader, a frontier diplomat, cotton farmer, and slave owner.",0.0,0.0,0.993252694606781,0.8974935412406921,Neutral,Neutral,POSITIVE,NEU
304,mdp.39015047079283,Fugitive poses : Native American Indian scenes of absence and presence /,1998.0,96,15,Frontier,,,"This, plus the growing frequency of contact with white settlers on the very frontier of the tribal domain, meant that Peter was less a Choctaw than he thought he was, then and particularly later.",0.1779,0.008333333333333338,-0.9874113202095032,0.9077211618423462,Neutral,Neutral,NEGATIVE,NEU
