,volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,v_sent_score,tb_sent_score,ht_sent_score,v_sent,tb_sent,ht_sent
313,wu.89060401890,Journal of American Indian education,1974,119,15,extinct,,,culture,How much longer will Departments of Speech pretend that Indian oratory is insignificant or extinct?,-0.4215,-0.1,0.9994741082191467,Negative,Neutral,NEGATIVE
314,mdp.39076001185490,Ethnographic bibliography of North America /,1975,95,14,extinct,,,race,"Most of the other groups are fragmented, removed to distant locations, or extinct.",0.0,-0.03125,0.9992008805274963,Neutral,Neutral,NEGATIVE
315,mdp.39015037448324,In search of ancient North America : an archaeological journey to forgotten cultures /,1996,36,9,extinct,,1,animal,"But a few days later, while troweling through another square, Cinq-Mars picked out a second microblade, this time at a level that had yielded remains of an extinct Ice Age horse the previous year.",0.0,-0.15333333333333335,0.9882017970085144,Neutral,Neutral,NEGATIVE
316,mdp.39015037448324,In search of ancient North America : an archaeological journey to forgotten cultures /,1996,52,11,extinct,,1,animal,"Surrounded by like-minded souls—including his dark-haired wife and colleague Ginger Bradford-he holds the floor easily, deftly steering the conversation as it winds from the transexuality of particular kelp-bed fish to the ease of hunting certain extinct puffins.",0.7184,0.14523809523809522,0.9993185997009277,Positive,Neutral,POSITIVE
317,mdp.39076001185490,Ethnographic bibliography of North America /,1975,95,18,extinct,,,race,They spoke an Iroquoian language and became extinct in the late eighteenth century.,0.0,-0.35,0.9982621073722839,Neutral,Negative,NEGATIVE
318,mdp.39076001185490,Ethnographic bibliography of North America /,1975,185,17,extinct,,,race,All of these groups became extinct or merged with other groups in the late eighteenth century.,0.0,-0.27499999999999997,0.9972947239875793,Neutral,Neutral,NEGATIVE
319,mdp.39076001185490,Ethnographic bibliography of North America /,1975,185,27,extinct,,,race,They spoke a Muskogean language and became extinct as a group in the nineteenth century.,0.0,-0.4,0.9983813762664795,Neutral,Negative,NEGATIVE
320,mdp.39076001185490,Ethnographic bibliography of North America /,1975,185,32,extinct,,,race,They spoke a Siouan language and are now extinct as a group.,0.0,-0.4,0.997572124004364,Neutral,Negative,NEGATIVE
321,mdp.39076001185490,Ethnographic bibliography of North America /,1975,185,36,extinct,,,race,They probably spoke languages akin to Timucua and became extinct as groups in the eighteenth and nineteenth centuries.,0.0,-0.4,0.9971553087234497,Neutral,Negative,NEGATIVE
322,mdp.39076001185490,Ethnographic bibliography of North America /,1975,186,0,extinct,,,race,spoke a Muskogean language and became extinct as a group in the eighteenth century.,0.0,-0.4,0.9982420206069946,Neutral,Negative,NEGATIVE
323,mdp.39076001185490,Ethnographic bibliography of North America /,1975,186,28,extinct,,,race,They spoke a Muskogean language and became extinct as a group in the eighteenth century.,0.0,-0.4,0.9982195496559143,Neutral,Negative,NEGATIVE
324,mdp.39076001185490,Ethnographic bibliography of North America /,1975,186,42,extinct,,,race,"Most of these groups merged with the Choctaw, and all are now extinct as groups.",0.0,0.04999999999999999,0.9981750249862671,Neutral,Neutral,NEGATIVE
325,mdp.39015041087845,The rock art of Texas Indians /,1996,21,8,extinct,,1,animal,"His interest in fossils began one day in 1932 when a friend brought to the studio a section of a beautiful specimen of an ammonite, an extinct form of mollusk related to the pearly nautilus.",0.8779,0.15,0.9940569400787354,Positive,Neutral,POSITIVE
326,mdp.39015041087845,The rock art of Texas Indians /,1996,44,28,extinct,,1,animal,"Also, unlike the situation in Europe where favorite subjects of paleolithic artists were Ice Age mammals that later became extinct, Africa's Pleistocene fauna did not undergo mass extinction, so that animals portrayed in rock art are of relatively little help in dating.",0.6605,-0.021875000000000006,0.9622157216072083,Positive,Neutral,NEGATIVE
327,mdp.39015041087845,The rock art of Texas Indians /,1996,45,2,extinct,,1,animal,"How ancient the oldest work is has not been conclusively established, but that people lived in parts of the Sahara now completely desiccated is indicative of some antiquity, as is the fact that they portrayed an extinct giant buffalo (Bubalus antiquus) and animals which can no longer survive there, such as the elephant, rhinoceros, and hippopotamus.",-0.4215,-0.07500000000000001,0.9939747452735901,Negative,Neutral,NEGATIVE
328,mdp.39015041087845,The rock art of Texas Indians /,1996,55,7,extinct,,1,animal,"Peoples of Paleo-Indian cultures, the earliest known in the Americas, were hunters of mammoth, mastodon, bison, and other now extinct animals.",0.0,-0.2625,0.6394135355949402,Neutral,Neutral,POSITIVE
329,mdp.39015041087845,The rock art of Texas Indians /,1996,56,0,extinct,,1,animal,Paleo-Indian hunters were able to drive or stampede an extinct species of bison (Bison antiquus or B. occidentalis) over its overhanging cliff.,-0.4215,0.04999999999999999,0.8961385488510132,Negative,Neutral,NEGATIVE
330,mdp.39015041087845,The rock art of Texas Indians /,1996,159,24,extinct,,1,animal,"The mammoths, mastodons, giant bison, and other large game animals upon which these hunters depended had become extinct.",0.0,-0.14214285714285715,0.9974023103713989,Neutral,Neutral,NEGATIVE
331,mdp.39015042247406,"High-altitude archeological investigations at Cedar Breaks National Monument, Utah /",2001,34,10,extinct,,1,animal,Clovis-style projectile points are often found in association with extinct mammoth remains.,0.0,-0.4,0.89047771692276,Neutral,Negative,NEGATIVE
332,mdp.39076001185490,Ethnographic bibliography of North America /,1975,186,48,extinct,,,race,They spoke Siouan languages and are extinct as groups.,0.0,-0.4,0.9957436919212341,Neutral,Negative,NEGATIVE
333,mdp.39015042541576,Arkansas Archeological Survey research series.,1999,269,17,extinct,,1,animal,Passenger pigeons have been extinct since the early part of the twentieth century.,0.0,-0.15000000000000002,0.9970237612724304,Neutral,Neutral,NEGATIVE
334,mdp.39015042541576,Arkansas Archeological Survey research series.,1999,297,13,extinct,,1,water,"This site is on the west bank of an extinct channel of the White River known as Jacks Bay in the floodplain near the confluence of the White, Arkansas, and Mississippi rivers.",0.0,-0.07500000000000001,0.9725985527038574,Neutral,Neutral,NEGATIVE
335,mdp.39015042541576,Arkansas Archeological Survey research series.,1999,445,29,extinct,,1,animal,"Of these reports, Shuler's report published in Science has drawn the most notice since it reported the recovery from near Dallas of mineralized human bone found in association with extinct Pleistocene fauna.",0.0,0.04999999999999999,0.9980143308639526,Neutral,Neutral,POSITIVE
336,mdp.39015042541576,Arkansas Archeological Survey research series.,1999,511,32,extinct,,1,animal,"It was only through the definite association of lithic artifacts with extinct forms of Pleistocene megafauna at the Folsom, Lindenmeier, and other sites that such ideas were slowly and grudgingly changed (Komara 1978:1).",0.2732,-0.20357142857142857,0.9847947955131531,Neutral,Neutral,NEGATIVE
337,mdp.39015042541576,Arkansas Archeological Survey research series.,1999,512,29,extinct,,1,animal,The calvarium and a few fragments of the postcranial skeleton were exposed by wind erosion in sand deposits that also included the bones of extinct Pleistocene fauna.,-0.0772,-0.30000000000000004,0.9891777038574219,Neutral,Neutral,NEGATIVE
338,mdp.39076001185490,Ethnographic bibliography of North America /,1975,186,56,extinct,,,race,Both the Avoyel and the Taensa are extinct.,0.0,-0.4,0.9994268417358398,Neutral,Negative,NEGATIVE
339,mdp.39015045617191,Explorations in American archaeology : essays in honor of Wesley R. Hurt /,1998,72,4,extinct,,1,animal,"At two of the Bahia cave sites, Toca dos Buzios and Toca de Manoel Latão, simple lithic and bone artifacts were found in association with bones of extinct fauna, indicating a late Pleistocene age for the earliest occupations, although no radiocarbon dates could be obtained.",-0.296,-0.2333333333333333,0.9725167751312256,Neutral,Neutral,NEGATIVE
340,mdp.39015045617191,Explorations in American archaeology : essays in honor of Wesley R. Hurt /,1998,72,8,extinct,,1,animal,"At Toca de Manoel Latão (Bryan and Gruhn 1993: 27-43), stone and bone artifacts were found in association with bones and teeth of extinct fauna (Pampatherium, Nothrotherium, Paleolama.",0.0,-0.4,0.849365234375,Neutral,Negative,NEGATIVE
341,mdp.39015045617191,Explorations in American archaeology : essays in honor of Wesley R. Hurt /,1998,118,7,extinct,,1,animal,"At Lapa Vermellha the sheltered entrance saw intermittent Archaic occupation, but the nearly vertical solution tunnel is undoubtedly a secondary redeposition site for the bones of humans and extinct sloth, mixed with debris of various ages.",0.4497,-0.12,0.9680567979812622,Positive,Neutral,NEGATIVE
342,mdp.39015045617191,Explorations in American archaeology : essays in honor of Wesley R. Hurt /,1998,118,13,extinct,,1,animal,"In the interior of Bahia there have been claims of modified bones of extinct animals, sometimes accompanied by quartz or quartzite flake ""tools,"" at Toca de Mundinho, Toca dos Buzios, and Toca de Manoel Latao.",0.0,-0.4,0.9825299382209778,Neutral,Negative,NEGATIVE
343,mdp.39015045617191,Explorations in American archaeology : essays in honor of Wesley R. Hurt /,1998,119,7,extinct,,1,animal,"All are extinct, and all but the giant capybara have been claimed, by one archaeologist or another, to be in association with human predators.",0.0,-0.13333333333333333,0.9961955547332764,Neutral,Neutral,NEGATIVE
344,mdp.39076001185490,Ethnographic bibliography of North America /,1975,187,1,extinct,,,race,They spoke Algonquian languages and are extinct as groups.,0.0,-0.4,0.9972780346870422,Neutral,Negative,NEGATIVE
345,mdp.39076001185490,Ethnographic bibliography of North America /,1975,187,15,extinct,,,race,They spoke a language isolate perhaps related to Muskogean and are extinct as a group.,-0.2023,-0.2,0.9991801381111145,Neutral,Neutral,NEGATIVE
346,mdp.39076001185490,Ethnographic bibliography of North America /,1975,187,30,extinct,,,race,They spoke Muskogean languages and are now extinct.,0.0,-0.4,0.9981593489646912,Neutral,Negative,NEGATIVE
347,mdp.39076001185490,Ethnographic bibliography of North America /,1975,199,101,extinct,,,language,C. F. Corrigenda and addenda to thirty extinct languages.,0.0,-0.4,0.9947248101234436,Neutral,Negative,NEGATIVE
348,uc1.31158013089031,"Notes on the Iroquois : or, Contributions to the statistics, aboriginal history, antiquities and general ethnology of western New York /",1975,51,3,extinct,,,race,"* After a war, brought on by personal encounters and incidents, and carried on with perfidy and cruelty, they were delivered at length, by the skill and courage of Yatontea, * who, after retreating before them, raised a large body of men and defeated them, after which they were supposed to be extinct.",-0.8271,-0.061904761904761914,0.9976348876953125,Negative,Neutral,POSITIVE
349,uc1.31158013089031,"Notes on the Iroquois : or, Contributions to the statistics, aboriginal history, antiquities and general ethnology of western New York /",1975,91,0,extinct,,,not extinct,"No. 24.] 79 tion, and the office and title of the Atotarho as presiding sachem, is not yet extinct, although the tribes have no longer wars to prosecute, or foreign embassadors to reply to.",-0.2444,-0.2625,0.9944857954978943,Neutral,Neutral,NEGATIVE
350,uc1.31158013089031,"Notes on the Iroquois : or, Contributions to the statistics, aboriginal history, antiquities and general ethnology of western New York /",1975,176,9,extinct,,,"quotes, race","This vague mode of expression leaves a doubt as to the actual place of residence of this conquered and, so called, extinct tribe.",-0.4404,-0.3,0.9989655017852783,Negative,Neutral,NEGATIVE
351,uc1.31158013089031,"Notes on the Iroquois : or, Contributions to the statistics, aboriginal history, antiquities and general ethnology of western New York /",1975,176,10,extinct,,,"quotes, race","Whether extinct or not, is not certain.",0.1537,-0.25357142857142856,0.999427855014801,Neutral,Neutral,NEGATIVE
352,uc1.31158013089031,"Notes on the Iroquois : or, Contributions to the statistics, aboriginal history, antiquities and general ethnology of western New York /",1975,182,1,extinct,,,race,"“ Alleghan, an obsolete aboriginal noun proper, applied adjectively both in French and English, to an ancient and long extinct people in North America, and likewise to the most prominent chain of mountains within the regions over which they are supposed to have borne sway.”",0.101,0.07857142857142858,0.9846230149269104,Neutral,Neutral,POSITIVE
353,mdp.39015048689551,Indian Health Service dental newsletter /,1993,33,15,extinct,,1,place,"His first trip was the climbing of Mt. Edgecumbe, an extinct volcano, our little Fujiyama.",0.0,-0.1125,0.93893963098526,Neutral,Neutral,POSITIVE
354,mdp.39015049481933,Warm Springs millennium : voices from the reservation /,2000,18,10,extinct,,1,animal,"At least half of the native trout, steelhead, and salmon populations of the Northwest are already extinct.",0.0,-0.2888888888888889,0.9991693496704102,Neutral,Neutral,NEGATIVE
355,mdp.39015050559759,"Metis outpost : memoirs of the first schoolmaster at the Metis settlement of Kelly Lake, BC, 1923-1925 /",1985,19,6,extinct,,1,animal,"It is ironic that the Genus Equus (the horse) evolved in the Americas to spread and thrive in Eurasia and Africa, and then, mysteriously, became extinct in the Western Hemisphere.",-0.128,-0.05,0.9706074595451355,Neutral,Neutral,NEGATIVE
356,uc1.31175016738000,Mythology of the Thompson Indians /,1975,86,13,extinct,,,"quotation, race","You must become their wives and beget children, so that we may not become extinct in this place.""",0.0,-0.4,0.9749725461006165,Neutral,Negative,POSITIVE
357,wu.89060389863,Indians of the Southwest /,1975,152,3,extinct,,,race,West of the Rio Grande in the valley of the Mimbres was an Apache tribe now nearly extinct.,0.0,-0.4,0.9964510202407837,Neutral,Negative,NEGATIVE
358,mdp.39015052977744,A concise Nuxalk-English dictionary /,1990,103,3,extinct,1,,,"*pl to have lacking, missing: plaalh one-legged, plalits toothless *plc (/*p1^1c/) having reached the end, gone, finished: plcalaaxt both his parents have died, nuplcaax to be extinct, deserted (village, population), plclxslayc he cannot speak anymore, plclxsalhts I cannot go any further 930 Plcwlaqs a woman's name 931 plht thick:",-0.7783,-0.22500000000000003,0.9995425939559937,Negative,Neutral,NEGATIVE
359,mdp.39015003691758,Myron Eells and the Puget Sound Indians /,1976,81,2,extinct,,,race,"Dr. Gibbs, in 1852, stated their number to have been ninety, but they are now virtually extinct, there being none left who are not married to white men or into other tribes.",0.0387,-0.13,0.9936355352401733,Neutral,Neutral,NEGATIVE
360,mdp.39015053788686,Going native : Indians in the American cultural imagination /,2001,234,2,extinct,,1,plant,"We find him first in the jungles of South America illegally gathering rare orchids for American markets, where ""orchid mania"" results in the near extinction of species that had once lavishly decorated the region's riverbanks.43 Edward's lifelong dream is ""to discover a new plant species that would bear his name.""44",0.25,0.026623376623376622,0.9590100646018982,Neutral,Neutral,NEGATIVE
361,mdp.39015053788686,Going native : Indians in the American cultural imagination /,2001,234,5,extinct,1,,,"His collecting, too, is linked to the work of these other figures in its connection to the near extinction of the fictional Sand Lizard people.",0.0,-0.008333333333333331,0.980665385723114,Neutral,Neutral,POSITIVE
362,mdp.39015003691758,Myron Eells and the Puget Sound Indians /,1976,119,0,extinct,,,race," John Palmer, born near Port Townsend about 1847, belonged to the now extinct Chemakum tribe.",0.0,-0.15000000000000002,0.9506869912147522,Neutral,Neutral,NEGATIVE
363,uc1.31210010733150,"Historical collections of Louisiana, embracing translations of many rare and valuable documents relating to the natural, civil, and political history of that State /",1976,36,1,extinct,,,race,How many of them are totally extinct !,0.0,0.0,0.9993501305580139,Neutral,Neutral,NEGATIVE
364,mdp.39015056259057,Grave injustice : the American Indian Repatriation Movement and NAGPRA /,2002,64,7,extinct,,1,animal,"This viewpoint was supported by attempts to explain the unfamiliar, extinct fossil remains in geological layers by positing something called catastrophism, or the idea that the world was destroyed and re-created several times by God's hand.",0.3182,-0.2,0.9452039003372192,Positive,Neutral,NEGATIVE
365,uc1.31210010733150,"Historical collections of Louisiana, embracing translations of many rare and valuable documents relating to the natural, civil, and political history of that State /",1976,36,7,extinct,,,race,The powerful tribe of the Natchez is totally extinct ; its last miserable remnant took refuge among the Chickasaws.,-0.1027,-0.275,0.999398946762085,Neutral,Neutral,NEGATIVE
366,uc1.31210010733150,"Historical collections of Louisiana, embracing translations of many rare and valuable documents relating to the natural, civil, and political history of that State /",1976,36,15,extinct,,,race,"There are many indications here, as well as in upper Louisiana and Ohio, of a race of men, long since extinct, who had",0.2732,0.012499999999999997,0.8319046497344971,Neutral,Neutral,NEGATIVE
367,mdp.39015058185144,Journal of American Indian education,2004,90,9,extinct,1,,,Vanishing voices: The extinction of the world's languages.,0.0,0.0,0.9995452761650085,Neutral,Neutral,NEGATIVE
368,mdp.39015058185144,Journal of American Indian education,2004,90,12,extinct,1,,,No loss for words: Movement tries to preserve nearly extinct languages.,0.2411,-0.25,0.7471821904182434,Neutral,Neutral,POSITIVE
369,uc1.31822043014620,Background to historic and prehistoric resources of the East Mojave Desert region /,1976,87,18,extinct,,,race,First a now extinct Uto-Aztekan group lived along the Lower,-0.296,-0.07500000000000001,0.9821828007698059,Neutral,Neutral,NEGATIVE
370,mdp.39015018673882,Anthropological journal of Canada.,1977,82,19,extinct,,,paleohuman,"In fossil man inventories of the period, Ergis, Neanderthal, Cro-Magnon and other specimens were called extinct races rather than extinct species, so there was no threat of species mutability-the essence of evolution.",0.466,-0.30833333333333335,0.6936954855918884,Positive,Neutral,NEGATIVE
371,uc1.31210011313655,"American Indian Policy Review Commission : final report submitted to Congress May 17, 1977.",1977,290,3,extinct,,,village,"We note in this regard that, according to Mr. Finale, the BIA continues to fund Oklahoma Indians living on now extinct reservations in that State as if the abolished reservations were still trust land.",0.5106,-0.4,0.9712119102478027,Positive,Negative,POSITIVE
372,uiug.30112063751561,About Indians : a listing of books /,1977,81,40,extinct,,,race,$5.00 This children's book is divided into several sections aimed at educating the reader about the now extinct Chumash Indians.,0.0,-0.2,0.9919346570968628,Neutral,Neutral,NEGATIVE
373,uiug.30112063751561,About Indians : a listing of books /,1977,81,42,extinct,,,race,"Through this short but informative tale of adventure, the reader gains facts and insights as to how these people lived before their extinction.",0.7227,0.0,0.999617338180542,Positive,Neutral,POSITIVE
374,mdp.39015072170049,"Biomedical challenges presented by the American Indian; proceedings of the special session held during the seventh meeting of the PAHO Advisory Committee on Medical Research, 25 June 1968.",1968,11,7,extinct,,1,animal,"The context of the material in the cave indicates the presence of man with extinct fauna such as camel and horse and some Borealzone microfauna, but the few artifacts found are not particularly diagnostic (7).",0.0,-0.17083333333333336,0.9964411854743958,Neutral,Neutral,NEGATIVE
375,mdp.39015072170049,"Biomedical challenges presented by the American Indian; proceedings of the special session held during the seventh meeting of the PAHO Advisory Committee on Medical Research, 25 June 1968.",1968,12,3,extinct,,1,animal,"In northeastern Venezuela, at the Muaco site, there is a possible association of man and extinct fauna in the period from 14,500 to 12,000 b.c.",0.0,-0.2,0.9822262525558472,Neutral,Neutral,POSITIVE
376,mdp.39015072170049,"Biomedical challenges presented by the American Indian; proceedings of the special session held during the seventh meeting of the PAHO Advisory Committee on Medical Research, 25 June 1968.",1968,21,22,extinct,,1,animal,As to the antiquity of Paleo-Indian man— using this term for a hunting and gathering culture that coexisted with animals now extinct and is known by its scaly-surfaced stone artifacts—no accepted chronology yet exists.,0.2732,-0.4,0.9950154423713684,Neutral,Negative,NEGATIVE
377,uiug.30112063751561,About Indians : a listing of books /,1977,84,30,extinct,,,race,"Since these people were extinct when the white man came, archaeological evidence provides the story of their highly developed culture and life.",0.0,-0.07500000000000001,0.9994827508926392,Neutral,Neutral,POSITIVE
378,mdp.39015077119850,Do all Indians live in tipis? : questions and answers from the National Museum of the American Indian /,2007,12,8,extinct,1,,,Is it true that Native Americans hunted a great number of large animals to extinction?,0.802,0.4547619047619047,0.9755938053131104,Positive,Positive,NEGATIVE
379,mdp.39015077119850,Do all Indians live in tipis? : questions and answers from the National Museum of the American Indian /,2007,12,12,extinct,1,,,163 166 169 172 174 Language and Education Is it true that Indian languages are now extinct?,0.4215,-0.025000000000000022,0.9933388829231262,Positive,Neutral,NEGATIVE
380,uiug.30112063751561,About Indians : a listing of books /,1977,85,31,extinct,,,race,$2.75 Shannon has written an exciting children's story of the now extinct Chumash Indians of California.,0.4939,-0.05000000000000002,0.9997705817222595,Positive,Neutral,POSITIVE
381,mdp.39015077119850,Do all Indians live in tipis? : questions and answers from the National Museum of the American Indian /,2007,184,0,extinct,1,,,SIT TRUE THAT INDIAN LANGUAGES ARE NOW EXTINCT?,0.4215,-0.025000000000000022,0.9934408068656921,Positive,Neutral,NEGATIVE
382,uiug.30112063751561,About Indians : a listing of books /,1977,158,18,extinct,,,not extinct,The Indian is not extinct.,0.0,0.2,0.8263989686965942,Neutral,Neutral,POSITIVE
383,uiug.30112063751561,About Indians : a listing of books /,1977,228,3,extinct,,,race,"$3.95, paper McGee has chronologically arranged reports, letters and essays relating to the different historical ages of the Micmacs, Malecites and the now extinct Beothuk.",0.0,-0.1,0.9573318362236023,Neutral,Neutral,POSITIVE
384,mdp.39015079620194,American Indian index.,1968,12,17,extinct,1,,,The extinct Salt clan of the Sia and San Felipe pueblos.,0.0,-0.4,0.9865055680274963,Neutral,Negative,NEGATIVE
385,uiug.30112063751561,About Indians : a listing of books /,1977,283,44,extinct,,,clan,"The Tiguas, being a very secretive society were once thought to be extinct but were finally recognized by the U.S. government in 1968.",0.0,-0.06666666666666667,0.9531804919242859,Neutral,Neutral,NEGATIVE
386,wu.89040866766,Pre-Dorset settlements at the Seahorse Gully site /,1977,274,0,extinct,,,culture - paleo,"252 ment pattern and technology are major cultural buffers between humans and their environment, the importance and the possibilities of archaeological evidence in constructing extinct systems is clear.",0.6249,-0.027500000000000004,0.9992934465408325,Positive,Neutral,POSITIVE
387,wu.89040866766,Pre-Dorset settlements at the Seahorse Gully site /,1977,274,5,extinct,,,culture - paleo,"The technology, environment and settlement pattern, therefore, are all keys to the social organization of an extinct group.",0.0,-0.18333333333333335,0.991412878036499,Neutral,Neutral,POSITIVE
388,wu.89040866766,Pre-Dorset settlements at the Seahorse Gully site /,1977,275,12,extinct,,,culture - paleo,"As a result, archaeological concern with the community becomes a matter of interpreting the data as it reflects the extinct social entity that once inhabited the area under investigation.",0.0258,-0.12222222222222223,0.7806394100189209,Neutral,Neutral,NEGATIVE
389,inu.39000002325319,Meadowood phase settlement pattern in the Niagara frontier region of western New York State /,1978,18,9,extinct,,,village,"If focus shifts to a regional universe the structure of an extinct settlement should be reflected in the kind, number and distribution of settlement types.",0.5719,0.09999999999999998,0.961527943611145,Positive,Neutral,NEGATIVE
390,inu.39000005800599,Hopitutuwutsi = Hopi tales : a bilingual collection of Hopi Indian stories /,1978,233,11,extinct,,,culture,It is extinct today.,0.0,-0.4,0.9991771578788757,Neutral,Negative,NEGATIVE
391,pst.000045446276,Man's rise to civilization : the cultural ascent of the Indians of North America /,1978,41,4,extinct,,,culture,"The answer to why certain societies endured while others became culturally extinct will be found, in many cases, in the varying levels of cultural evolution they had attained.",0.2732,0.10357142857142856,0.9605523347854614,Neutral,Neutral,POSITIVE
392,uc1.l0060108248,"Paper / National Museum of Man, Canadian Ethnology Service = Dossier / Musée national de l'homme, Service canadien d'ethnologie.",1978,186,12,extinct,,,race,"In October of that year, the commander of a British warship was sent to that bay to investigate reports that the Beothuks, who had been thought to be extinct, had been destroying English traps.",-0.6486,-0.15000000000000002,0.9631677269935608,Negative,Neutral,NEGATIVE
393,mdp.39015000897093,"The white man's Indian : images of the American Indian, from Columbus to the present /",1979,180,4,extinct,,,race,"It is, however, painful to consider, that all the Indian tribes, once existing in those States now the best cultivated and most populous, have become extinct.",0.3182,0.1,0.9975568056106567,Positive,Neutral,NEGATIVE
394,mdp.39015032244470,Coyoteway : a Navajo holyway healing ceremonial /,1979,19,0,extinct,,,culture,"XV quitting, the Coyote ceremonial will become extinct in a few years.",0.0,-0.18333333333333335,0.9994718432426453,Neutral,Neutral,NEGATIVE
395,mdp.39015032244470,Coyoteway : a Navajo holyway healing ceremonial /,1979,32,1,extinct,,,culture,The real Coyoteway ceremonial was classified as “extinct” by the Franciscan Fathers in 1910 (p. 392).,0.0,-0.05000000000000001,0.9973742961883545,Neutral,Neutral,NEGATIVE
396,mdp.39015032244470,Coyoteway : a Navajo holyway healing ceremonial /,1979,144,5,extinct,,,"quotation, culture","In 1910 the Franciscan Fathers wrote in their Ethnologic Dictionary (p. 392): “In the Coyote dance, which is now extinct, three personators of Talking-god, the Fringed Mouth, and a Female God appeared.",0.2732,-0.2,0.9614179134368896,Neutral,Neutral,NEGATIVE
397,mdp.39015032244470,Coyoteway : a Navajo holyway healing ceremonial /,1979,207,17,extinct,,,culture,"And so it seems the more remarkable that a rather pure hunter mysticism has survived to this day, intact, in the nearly extinct Coyoteway healing ceremonial.",0.8399,0.2228571428571428,0.9994163513183594,Positive,Neutral,POSITIVE
398,uc1.b3821848,Plains anthropologist.,1981,88,9,extinct,,,culture,Other ceremonies such as the Girl's Puberty Rite or Throwing of the Ball are nearly extinct.,0.0,-0.17500000000000002,0.9988653659820557,Neutral,Neutral,NEGATIVE
399,uc1.b3821848,Plains anthropologist.,1981,364,1,extinct,,,language,I also believe that the Ouapaw dialect of Thegiha is not quite extinct (as noted on p. 70) as I can think of at least three speakers.,0.0,-0.35,0.9558376669883728,Neutral,Negative,NEGATIVE
400,umn.319510028898703,The Final report of the national reservoir inundation study /,1981,34,7,extinct,,,paleohuman,"Hence, the spatial distribution of artifacts at a site where people performed different tasks constitutes a ""fossil"" record of the spatial operation of the extinct society.",0.0,-0.2,0.8201273083686829,Neutral,Neutral,POSITIVE
401,mdp.39076001185490,Ethnographic bibliography of North America /,1975,217,90,extinct,1,,,The Yamasee: a supposedly extinct Southeastern tribe rediscovered.,0.0,-0.4,0.8979123830795288,Neutral,Negative,NEGATIVE
402,umn.319510028898703,The Final report of the national reservoir inundation study /,1981,35,0,extinct,,,paleohuman,"of an extinct cultural system (information that could not be derived from the examination of material cultural assemblages removed from their depositional context), the destruction of contextual relationships at a site by mechanical erosive forces such as wave and current action can have a significant impact on the information content of a site.",-0.4404,0.03928571428571428,0.9915336966514587,Negative,Neutral,POSITIVE
403,mdp.39076001497044,A beginner's faith in things unseen /,1995,18,5,extinct,,1,animal,"Nobody told me that the Carolina parakeet was extinct, and if they had I would not have understood.",0.0,-0.4,0.9990252256393433,Neutral,Negative,NEGATIVE
404,mdp.39076001497044,A beginner's faith in things unseen /,1995,89,16,extinct,,1,animal,To hear that in many parts of the country dragonﬂies like these are becoming endangered or extinct because of the pollution of the waters in which they breed has implications for our own sight.,0.3612,0.2875,0.9989663362503052,Positive,Neutral,NEGATIVE
405,umn.319510028898703,The Final report of the national reservoir inundation study /,1981,96,2,extinct,,,paleohuman,The most obvious physical expression of an extinct settlement system is the spatial and temporal distribution of archeological sites on the landscape.,0.0,0.024999999999999994,0.9398275017738342,Neutral,Neutral,NEGATIVE
406,umn.319510028898703,The Final report of the national reservoir inundation study /,1981,102,5,extinct,,,paleohuman,The data of archeology consist of the material remains of extinct cultural systems and the spatial relationships of those remains; the primary goal of archeology is to infer behavior from these data.,0.0,0.033333333333333326,0.937982976436615,Neutral,Neutral,NEGATIVE
407,umn.319510028898703,The Final report of the national reservoir inundation study /,1981,102,10,extinct,,,paleohuman,"According to Lewis Binford (1964:425): The loss, breakage, and abandonment of implements and facilities at different locations, where groups of variable structure performed different tasks, leaves a ""fossil"" record of the actual operation of an extinct society.",-0.6908,-0.1,0.9872176051139832,Negative,Neutral,NEGATIVE
408,mdp.39076002551203,American Indian religious traditions : an encyclopedia /,2005,343,11,extinct,,1,animal,The presence of words for wooly mammoth and other extinct megafauna shows their extreme antiquity.,0.0,-0.21666666666666667,0.993800699710846,Neutral,Neutral,POSITIVE
409,mdp.39076002551203,American Indian religious traditions : an encyclopedia /,2005,375,16,extinct,,1,animal,"Like wolf in the North Cascades, grizzly bear is now extinct in California, yet both spirits are powerful symbols, familiar to the indigenous peoples.",0.6486,0.09166666666666666,0.9989771842956543,Positive,Neutral,POSITIVE
410,mdp.39076002551203,American Indian religious traditions : an encyclopedia /,2005,384,21,extinct,,1,animal,"If an extinct animal is pictured, the rock art presumably was made before the species died out.",-0.5574,-0.4,0.9981992840766907,Negative,Negative,NEGATIVE
411,mdp.39076002551203,American Indian religious traditions : an encyclopedia /,2005,429,4,extinct,,1,animal,(We have already lost the knowledge carried on the wings of the Hummingbirds that are already extinct.),-0.3182,-0.4,0.9995461106300354,Negative,Negative,NEGATIVE
412,mdp.39015008172770,Those who came before : Southwestern archaeology in the national park system /,1983,39,15,extinct,,,race,"Some groups became extinct, others scattered and disorganized.",-0.296,-0.4,0.9991693496704102,Neutral,Negative,NEGATIVE
413,osu.32435058507591,"Culture change in the northern plains, 1000 B.C.-A.D. 1000 /",1983,40,9,extinct,,,race,"They were fabri cated, utilized, and left by people living in extinct sociocultures.",0.0,-0.2,0.9979166388511658,Neutral,Neutral,NEGATIVE
