volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no. separate out 'old settler',"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
wu.89058384397,Indian relics of northeast Arkansas and southeast Missouri /,1985,13,12,Settler,,,,He told the early settler that one of the Cherokee Indian campsites was across Current River at Brockett.,"This story was related to the author by one of the early English families descendants still living in the Cherokee Bay. Another story that was related to the writer by one of the early settlers descendants was as follows: A few years after the Cherokees had moved to Oklahoma, one of the early settlers from Cherokee Bay was visiting in Oklahoma and he happened to talk to one of the more educated young Indians one day and mentioned that he was from Cherokee Bay in Arkansas. So the next day, the father of the Indian that had talked with the day before, learned that he was from Cherokee Bay and sent word that he wanted to talk to the settler from Cherokee Bay. So the settler went to the Indian home to talk. In this conversation with the old Indian man, the Indian pointed to a buffalo skin and told him that it had come from a buffalo killed in the Cherokee Bay.","He told the early settler that one of the Cherokee Indian campsites was across Current River at Brockett. He said, ""the Cherokees would tie logs together with grape vines and float across Current River to hunt between Current and Black Rivers in the Cherokee Bay Regions.” He told the early settler that Cherokee Bay region was the best hunting place anywhere. As already stated, Mr. Dalton (page 8) said, ""The Cherokees who resided along the ridges of this section, hunted and fished in the low bottoms and along the banks of Black and Current Rivers."""
wu.89058384397,Indian relics of northeast Arkansas and southeast Missouri /,1985,13,14,Settler,,,,He told the early settler that Cherokee Bay region was the best hunting place anywhere.,"So the next day, the father of the Indian that had talked with the day before, learned that he was from Cherokee Bay and sent word that he wanted to talk to the settler from Cherokee Bay. So the settler went to the Indian home to talk. In this conversation with the old Indian man, the Indian pointed to a buffalo skin and told him that it had come from a buffalo killed in the Cherokee Bay. He told the early settler that one of the Cherokee Indian campsites was across Current River at Brockett. He said, ""the Cherokees would tie logs together with grape vines and float across Current River to hunt between Current and Black Rivers in the Cherokee Bay Regions.”","He told the early settler that Cherokee Bay region was the best hunting place anywhere. As already stated, Mr. Dalton (page 8) said, ""The Cherokees who resided along the ridges of this section, hunted and fished in the low bottoms and along the banks of Black and Current Rivers."""
mdp.39015012884477,Born with the river : an ethnographic history of Alaska's Goodpaster and Big Delta Indians /,1986,34,9,Settler,,,,"Moses & Silas [Solomon] influenced by Old Dick [Dick Mitchell, an early Anglo-American settler] at Dick's Ranch [on the Mosquito Fork Fortymile River], will not live that way.","Young girls generally married older men, but there were exceptions. Matrilocality, the practice of a daughter and her husband residing with her mother, seems to have prevailed; Joe Joseph, who was born at Big Delta, observed this rule, as did Abraham Luke and his brother Frank. However, this traditional practice may have changed as a result of white influence in the area during the 1920s and 1930s. Such a change is indicated by what Moses Sam of Tanacross told Rainey (1939a, box 1, folder 25, June 9): ""Moses talked of marriage and family life, conflict of old & new ways. Women want to live with mother—cook old way.","Moses & Silas [Solomon] influenced by Old Dick [Dick Mitchell, an early Anglo-American settler] at Dick's Ranch [on the Mosquito Fork Fortymile River], will not live that way. Moses divorced because of this conflict."" The essential matrilineality of the Goodpaster and Big Delta band is underscored by Abraham Luke's belief that families in the band were descended from one woman who had 10 boys. Insight into the social organization just prior to contact can also be gained from the size and proxemics (or spatial design) of the Goodpaster and Big Delta houses. The most permanent type of house, the dlaat zhax, was designed for four nuclear families."
mdp.49015003104586,The blue-eyed chippewa : Bayshew /,1986,124,3,Settler,,,,"a trader, the flrst whlte settler, butlt a cabln here on the Shlawassee Rlver about I»I7 When an Indtan reservatton was created In IW Peter Whltmore Knnggs bullt a tr.tdlng post here whtch he malntalned for several years.","  KNAGGS BRIDGE AREA ,,""K""**"" evldence |ndl.nte« men llved In thls area before the ttne of Chrlst < hlpprwa Indlana settled her* sometlme before 1790 Thrlr vlllage was called KerhewandaugonlM. whtch Is satd to mean Bkj Salt LIcll."" This was the btrthplace of Okcmos and the summer resldence of Wasso. two of Mtchlgan's best-known Indkan chlefs Ilrnry Bolleu.","a trader, the flrst whlte settler, butlt a cabln here on the Shlawassee Rlver about I»I7 When an Indtan reservatton was created In IW Peter Whltmore Knnggs bullt a tr.tdlng post here whtch he malntalned for several years. Later, a relatlve John Knaggs. operated *£*•! ** tavern at tne same slte unttl JMJA brldge was ftrst bullt here InJWJ 1TSBt the reservatton was opened  Historical Marker Commemorative marker identifying the site of Knaggs Trading Post where White Eagle found the answer to the fasting dream of his youth. migrated to Canada so the remaining Indians were few in comparison to their former numbers."
wu.89060387842,Pennsylvania archaeologist.,1986,171,18,Settler,,,,"In 1783 Captain Spalding, an early settler of Sheshequin recalled that the beautiful valley at that time was covered with ""Indian' grass five or six feet high which ran through the valley for about four miles (Perkins 1906:47).","The 15th, we set out a N.E. course, and passed by very thick and tall timber of beech, chestnut, linden, ash, great magnolia, sugarbirch, sugar maple, poplar, spruce and some white pine, with A primeval forest of huge pines and oaks intermingled with hemlock, oak, ash, chestnut, beech, birch, maple and gigantic buttonwoods along the river, covered Sheshequin. The region back from the river was infested with bears, panthers and wolves; deer were plentiful. Shad, inumerable, swarmed the river and brook trout sported in smaller streams. (Sheshequin). ...is drained by the Little Wysox (Lanning, on some maps), Spalding, Deer Lick and Hornbrook creeks flowing south into the Susquehanna. ...","In 1783 Captain Spalding, an early settler of Sheshequin recalled that the beautiful valley at that time was covered with ""Indian' grass five or six feet high which ran through the valley for about four miles (Perkins 1906:47). The prominent Indian trail running north and south along the Susquehanna river by the Blackman site was called the Great Warriors Path, used both in war and peace according to Wallace (1965:72). Louise Welles Murray (1921:268-270) in her site survey of the Athens area states:"
mdp.39015018821796,The fourth world of the Hopis : the epic story of the Hopi Indians as preserved in their legends and traditions /,1987,229,10,Settler,,,native,"(Informant 9) On Tuvi, the first permanent settler: ""He stayed down here by himself with his wife in the winter for some years.","At that time the Hopis were good runners, been practicing since they were kids. That's the way they trained us old-timers. They had to run all the way here and all the way back, and maybe the next morning they'd come to Moencopi again. That's the way they did in those times. After the harvest they didn't come back till spring, just stayed in Oraibi doing winter ceremonials.""","(Informant 9) On Tuvi, the first permanent settler: ""He stayed down here by himself with his wife in the winter for some years. The rest of the Oraibi people stayed home in the winter. By the time Tuvi was here a few Paiutes were around. They're enemies. So this man wanted somebody to protect him down here."
mdp.39015018821796,The fourth world of the Hopis : the epic story of the Hopi Indians as preserved in their legends and traditions /,1987,241,9,Settler,,,native,"TUVI (TO-vee, To-bee)—The original permanent Hopi settler at Moencopi, after whom Tuba City is named.","Two points are earned if the thrown sticks show three unmarked sides, one point if all sticks show three marked sides. TSAVEYO (TSAH-veh-yo, TSAH-vay-o)—A monster, depicted as a kachina. TUKCHU (TOOK-chu)—Meat Point. A spot figuring in the battle between the Tewas and the Utes. TUSHI (TU-shee)—A food prepared from cornmeal.","TUVI (TO-vee, To-bee)—The original permanent Hopi settler at Moencopi, after whom Tuba City is named. TUWAKOMOVIKI (tu-WAHK-o-mo-vi-kee)—A supernatural being. WAKI (WAH-kee)—Place of Shelter. In some accounts, the first name of Shipaulovi. WALPI (WAHL-pee)—The Gap."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,3,Settler,,,,Biographies of pioneers in the study area illustrate the diversity of many of these early settlers (Rathmell 1976; Monroe 1934).,"had to adapt to survive. The jobs were seasonal. In the off season the laborers had to work in construction, mining, or other industries.","Biographies of pioneers in the study area illustrate the diversity of many of these early settlers (Rathmell 1976; Monroe 1934). Archaeological investigations in the area found the remains of charcoal making, railroad-tie cutting, beekeeping, herding, hunting, and other “unsung” activities. Many of these are significant industries in terms of the numbers of people involved. Particularly labor-intensive were the charcoal making and railroadtie cutting industries. Another important industry in many areas was the tie-hack industry (Wroten 1956), which was responsible for armies of workers in the hinterlands, often far ahead of the railroads."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,9,Settler,,,,Some places in the area displayed patterns typical of settlers.,"Archaeological investigations in the area found the remains of charcoal making, railroad-tie cutting, beekeeping, herding, hunting, and other “unsung” activities. Many of these are significant industries in terms of the numbers of people involved. Particularly labor-intensive were the charcoal making and railroadtie cutting industries. Another important industry in many areas was the tie-hack industry (Wroten 1956), which was responsible for armies of workers in the hinterlands, often far ahead of the railroads. Even after the rails were laid, they had to be replaced frequently.","Some places in the area displayed patterns typical of settlers. These places are not represented by archival information or written records indicating ownership; therefore, by our criteria they are “unsung.” Site 50R174 was owned(?) by “Johnny the Greek” Sophocles, an immigrant who was not knowledgeable about the system of land ownership. No records show his ownership status; he was a squatter but behaved as a settler."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,13,Settler,,,squatter,No records show his ownership status; he was a squatter but behaved as a settler.,"Even after the rails were laid, they had to be replaced frequently. Some places in the area displayed patterns typical of settlers. These places are not represented by archival information or written records indicating ownership; therefore, by our criteria they are “unsung.” Site 50R174 was owned(?) by “Johnny the Greek” Sophocles, an immigrant who was not knowledgeable about the system of land ownership.","No records show his ownership status; he was a squatter but behaved as a settler. Site 50R421 is another ""unsung” site that appears to have been a settler's site, but was occupied by squatters. It appears to represent a type of settlement that was probably prevalent in the area. These sites evolved into homesteads. The landowners were the original owners, or in the local terminology, “pre-emptors,” who made patents on the land."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,14,Settler,,,squatter,"Site 50R421 is another ""unsung” site that appears to have been a settler's site, but was occupied by squatters.","Some places in the area displayed patterns typical of settlers. These places are not represented by archival information or written records indicating ownership; therefore, by our criteria they are “unsung.” Site 50R174 was owned(?) by “Johnny the Greek” Sophocles, an immigrant who was not knowledgeable about the system of land ownership. No records show his ownership status; he was a squatter but behaved as a settler.","Site 50R421 is another ""unsung” site that appears to have been a settler's site, but was occupied by squatters. It appears to represent a type of settlement that was probably prevalent in the area. These sites evolved into homesteads. The landowners were the original owners, or in the local terminology, “pre-emptors,” who made patents on the land. “Unsung” sites occurred throughout the time the area was occupied."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,19,Settler,,,squatter,Sites 50R 184 and 50R188 were settlers' sites occupied by squatters.,"Site 50R421 is another ""unsung” site that appears to have been a settler's site, but was occupied by squatters. It appears to represent a type of settlement that was probably prevalent in the area. These sites evolved into homesteads. The landowners were the original owners, or in the local terminology, “pre-emptors,” who made patents on the land. “Unsung” sites occurred throughout the time the area was occupied.","Sites 50R 184 and 50R188 were settlers' sites occupied by squatters. They appear to represent agricultural adaptations during the depression periods between World War I and World War II. Other sites in the area probably also indicate similarly changing conditions. “UNSUNG” STRUCTURES There are a number of sites in the area that have significant structures, but were still “unsung.” Ten such sites are represented; they vary from simple structures, perhaps tent camps, to entire farmsteads."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,262,38,Settler,,,"quotes, squatter","Buckles (1981b) terms them ""scroungers, squatters, and settlers” in reference to their behaviors as represented by archaeological remains.","The identities of the occupants of these main ranch houses and farms were established through land transactions, tax rolls, and other information, but the other persons who resided on the property were usually anonymous unless there was oral information available about them. The sites are localized in two areas: Alkali Creek and a lower terrace of the Uncompahgre River between 50R129 and 50R421. A general sequence has been observed in the development of frontiers. Early opportunists characterized as “unsung” were the first on the scene. Those who occupied the land and took the resources were followed by those who acquired land and attempted to develop it and provide growth for the community.","Buckles (1981b) terms them ""scroungers, squatters, and settlers” in reference to their behaviors as represented by archaeological remains. The most ephemeral and most opportunistic were the scroungers. These were the charcoal makers, tie hacks, and prospectors, who left little to indicate their presence. The squatters took resources but generally did not own or develop land. They included the miners, herders, farm and ranch hands, railroad laborers, and others who put just enough into their sites to fulfill their needs, but little else."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,19,Settler,,,,"Mary Lee (no date), a member of a pioneer family in 1880, notes that the Utes would not allow the settler's cattle to move across Cow Creek and onto the reservation.","A treaty agreement was made in 1880, whereby the Utes gave up the Uncompahgre Reservation and left it on August 28, 1881. Very little is known about the interaction of the Utes and the Anglos during the reservation period, except that it was a period of mutual distrust. Daniels (1952) records the apathy and disillusionment of the Utes and their susceptibility to disease and liquor. The Utes were very defensive about their boundaries. Intrusion on their land, either by livestock or people, initiated complaints to the agents and explusion of the offender.","Mary Lee (no date), a member of a pioneer family in 1880, notes that the Utes would not allow the settler's cattle to move across Cow Creek and onto the reservation. Specific information about the location of the Ute Indians in the study area was not discovered. The most specific information available is in occasional accounts in the Ouray newspapers which stated Utes used the land and maintained that Uncompahgre Park should be their land, so that they could have access to the hot springs and other resources. Historic Ute Indian sites are reported from the area north and south of the study area. North of the study area near Billy Creek, there were reported to be remnants of a tree burial according to Monte Sanburg, Montrose Chapter of the Colorado Archaeological Society."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,25,Settler,,,,"Despite the Utes' attempts to keep the settlers out of the reservation, the settlers' livestock foraged on the reservation, reducing forage for the Ute livestock.","Specific information about the location of the Ute Indians in the study area was not discovered. The most specific information available is in occasional accounts in the Ouray newspapers which stated Utes used the land and maintained that Uncompahgre Park should be their land, so that they could have access to the hot springs and other resources. Historic Ute Indian sites are reported from the area north and south of the study area. North of the study area near Billy Creek, there were reported to be remnants of a tree burial according to Monte Sanburg, Montrose Chapter of the Colorado Archaeological Society. South of the study area there are reported to be rock mounds, perhaps associated with sweat baths used by the historic Utes (Sherbino no date).","Despite the Utes' attempts to keep the settlers out of the reservation, the settlers' livestock foraged on the reservation, reducing forage for the Ute livestock. Agent Abbott, in a letter to the Commissioner of Indian Affairs on January 26, 1878, cited complaints that the settlers' horses were “turned out"" to feed on the reservation in the winter and that otherwise the livestock would starve because there was no winter forage in the mountain areas. In the spring of 1878, Agent Abbott reported that all grasslands available to the Utes had been occupied by the Anglo intruders (Abbott 1878). Before the final move by the Utes, their relationship with the settlers had deteriorated to the point where there was an organization of “Park Minutemen” to protect the area from Ute depredations (Ouray Times 1881). Most of the information about the historic Ute Reservation occupation is from the records of the Indian agents, particularly in letters received at the Office of Indian Affairs."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,26,Settler,,,,"Agent Abbott, in a letter to the Commissioner of Indian Affairs on January 26, 1878, cited complaints that the settlers' horses were “turned out"" to feed on the reservation in the winter and that otherwise the livestock would starve because there was no winter forage in the mountain areas.","The most specific information available is in occasional accounts in the Ouray newspapers which stated Utes used the land and maintained that Uncompahgre Park should be their land, so that they could have access to the hot springs and other resources. Historic Ute Indian sites are reported from the area north and south of the study area. North of the study area near Billy Creek, there were reported to be remnants of a tree burial according to Monte Sanburg, Montrose Chapter of the Colorado Archaeological Society. South of the study area there are reported to be rock mounds, perhaps associated with sweat baths used by the historic Utes (Sherbino no date). Despite the Utes' attempts to keep the settlers out of the reservation, the settlers' livestock foraged on the reservation, reducing forage for the Ute livestock.","Agent Abbott, in a letter to the Commissioner of Indian Affairs on January 26, 1878, cited complaints that the settlers' horses were “turned out"" to feed on the reservation in the winter and that otherwise the livestock would starve because there was no winter forage in the mountain areas. In the spring of 1878, Agent Abbott reported that all grasslands available to the Utes had been occupied by the Anglo intruders (Abbott 1878). Before the final move by the Utes, their relationship with the settlers had deteriorated to the point where there was an organization of “Park Minutemen” to protect the area from Ute depredations (Ouray Times 1881). Most of the information about the historic Ute Reservation occupation is from the records of the Indian agents, particularly in letters received at the Office of Indian Affairs. Letters from the agents (Wheeler, February 1877; Stanley, 1 August 1879) reflect the failures of the agents to move the Utes toward an agricultural economy of farming and stock raising."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,333,28,Settler,,,,"Before the final move by the Utes, their relationship with the settlers had deteriorated to the point where there was an organization of “Park Minutemen” to protect the area from Ute depredations (Ouray Times 1881).","North of the study area near Billy Creek, there were reported to be remnants of a tree burial according to Monte Sanburg, Montrose Chapter of the Colorado Archaeological Society. South of the study area there are reported to be rock mounds, perhaps associated with sweat baths used by the historic Utes (Sherbino no date). Despite the Utes' attempts to keep the settlers out of the reservation, the settlers' livestock foraged on the reservation, reducing forage for the Ute livestock. Agent Abbott, in a letter to the Commissioner of Indian Affairs on January 26, 1878, cited complaints that the settlers' horses were “turned out"" to feed on the reservation in the winter and that otherwise the livestock would starve because there was no winter forage in the mountain areas. In the spring of 1878, Agent Abbott reported that all grasslands available to the Utes had been occupied by the Anglo intruders (Abbott 1878).","Before the final move by the Utes, their relationship with the settlers had deteriorated to the point where there was an organization of “Park Minutemen” to protect the area from Ute depredations (Ouray Times 1881). Most of the information about the historic Ute Reservation occupation is from the records of the Indian agents, particularly in letters received at the Office of Indian Affairs. Letters from the agents (Wheeler, February 1877; Stanley, 1 August 1879) reflect the failures of the agents to move the Utes toward an agricultural economy of farming and stock raising. Exceptions were Ouray and Shavano (Wheeler, 21 February 1877), and Galota (Sherman, 9 September 1880). George Hurlburt, a surveyor who made plats of the town of Dallas in later years, was an employee of the Ute Agency in the late 1870s."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,337,18,Settler,,,,The settlers made adaptations appropriate to the conditions.,"On the eastern side of the Rockies, many of those who immigrated to the mining areas arrived after crossing the plains. They converted their wornout draft animals into cash by selling them to road ranches and others who fed and cared for the stock until they recovered. The stock were then sold for much higher prices than the ranchers had paid for them (Osgood 1929). The Mormons had similar practices and made great profits from buying goods at low prices from traders who needed cash as they passed through on their way to California and other frontiers (Fite 1966). At the same time, the Mormons were able to command high prices for the produce they sold to the immigrants.","The settlers made adaptations appropriate to the conditions. Many of them arrived in the area lacking capital for investments and immediately set about acquiring capital so that they could purchase or develop lands. Although there is no direct evidence that settlers in the study area made claims to their lands or agreements to purchase lands from the placer mine claimants, in other frontier areas of the San Juan Mountains this was the usual sequence. Settlers would first make preemption claims of the best land available, then they would work to acquire the capital to develop their claims if they wanted to keep the land. If they were speculators, they could sell the claim to late arrivals at considerable profit."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,337,20,Settler,,,,"Although there is no direct evidence that settlers in the study area made claims to their lands or agreements to purchase lands from the placer mine claimants, in other frontier areas of the San Juan Mountains this was the usual sequence.","The stock were then sold for much higher prices than the ranchers had paid for them (Osgood 1929). The Mormons had similar practices and made great profits from buying goods at low prices from traders who needed cash as they passed through on their way to California and other frontiers (Fite 1966). At the same time, the Mormons were able to command high prices for the produce they sold to the immigrants. The settlers made adaptations appropriate to the conditions. Many of them arrived in the area lacking capital for investments and immediately set about acquiring capital so that they could purchase or develop lands.","Although there is no direct evidence that settlers in the study area made claims to their lands or agreements to purchase lands from the placer mine claimants, in other frontier areas of the San Juan Mountains this was the usual sequence. Settlers would first make preemption claims of the best land available, then they would work to acquire the capital to develop their claims if they wanted to keep the land. If they were speculators, they could sell the claim to late arrivals at considerable profit. It is possible that many miners in the study area sold their claims to farmers. Farmers and ranchers in the Dallas area were in an advantageous situation."
uc1.31210024738427,Old Dallas Historical Archaeological Program : Dallas Creek Project /,1987,337,40,Settler,,,,Because the most important consideration for the early Sidney Jocknick was an early settler who contributed considerable knowledge about early adaptations.,"These fears were unwarranted since no one took advantage of the situation. The early ditch-building projects in the area never got beyond the stage of individual ditches built to benefit individual ranch requirements. Later, ranches expanded these systems and took water from the early ditches. But truly community-wide irrigation projects were never initiated, and this affected the integration of the community. Instead of having equality in water ownerships, the water ownerships are ranked by individual priorities based on dates of appropriation and adjudication.","Because the most important consideration for the early Sidney Jocknick was an early settler who contributed considerable knowledge about early adaptations. He had been a Ute Agency employee, miner, cowboy, and store clerk, among other occupations. The Jocknick family presence in the area at Cow Creek was probably related to the past occupation of Sidney's father, Captain G.F. Jocknick, who was retired from 11 years of service in the Indian Department and 13 years of military service before immigrating to Ouray in 1877 (Ouray Times 23 June 1877). Coal mining and wood cutting were among early activities to acquire capital or to supplement income. Among the early coal miners was Major Call, who in 1883, sold locally acquired coal at prices less than half the cost of coal from Crested Butte (Wood and Wood 1977)."
uc1.b4964896,The Spirit of the Alberta Indian treaties /,1987,90,6,Settler,,,,"In reply to another inquiry, David Laird, lieutenant governor of the Territories and Treaty Eight commissioner, also indicated that restrictions would be necessary, not so much as a result of settlement as for conservation for the Indians' benefit: You may explain to them that the Queen or Great Mother while promising by her Commissioners to give them Reserves, which they can call their own, and upon which whitemen will not be allowed to settle without payment and the consent of the Indians before a Government officer, yet the Indians will be allowed to hunt and fish all over the country as they do now, subject to such laws as may be made for the protection of game and fish in the breeding season; and also so long as the Indians do not molest or interfere with settlers, miners or travellers.","There will be reserves set aside for the Indians and in doing so everything possible will be done to meet their wishes as to the selection of localities. There is no general prohibition in consequence of the treaty of the freedom of the Indian in roaming and hunting over the country. Of course when settlement advances there will be the restriction which necessarily follows, and it is to meet such contingencies that reserves are set aside. 82 Sifton was indicating that the Indians of Treaty Eight would be subject to the same legal restrictions as Indians of previous treaties, but that the effect of these restrictions would be minimal, due to less white settlement.","In reply to another inquiry, David Laird, lieutenant governor of the Territories and Treaty Eight commissioner, also indicated that restrictions would be necessary, not so much as a result of settlement as for conservation for the Indians' benefit: You may explain to them that the Queen or Great Mother while promising by her Commissioners to give them Reserves, which they can call their own, and upon which whitemen will not be allowed to settle without payment and the consent of the Indians before a Government officer, yet the Indians will be allowed to hunt and fish all over the country as they do now, subject to such laws as may be made for the protection of game and fish in the breeding season; and also so long as the Indians do not molest or interfere with settlers, miners or travellers. These restrictions and laws however are not peculiar to Treaty Indians; whitemen, half-breeds and Indians who do not take Treaty, will not be allowed by the Great Mother to disturb or hurt any of her children whatever be their colour. It should likewise be remembered that laws for preventing game from being destroyed in the breeding season are rather for the benefit of the Indians than of the whitemen, as the whitemen live more on farm products than on ---game. 83 -----------During this period between the summer of 1898, when the treaty notice came out, and the following summer, when the treaty was made, the Indians made it quite clear (through missionaries, traders, and policemen who acted as intermediaries) that they would not favour a treaty unless they were assured that their way of life would not be restricted."
wu.89084890821,Introduction to Wisconsin Indians : prehistory to statehood /,1988,301,3,Settler,,,,Indian uprisings and fear of uprisings were uppermost in settlers' minds; raids occurred regularly.,"appeared. And as their land base diminished and their access to hunting lands was curtailed, Indians turned to raiding homesteads, killing stock, and stealing as their other options vanished. Given the loss of land, it is not difficult to understand why the first part of the nineteenth century involved an increase in armed conflict between Indians and Americans.","Indian uprisings and fear of uprisings were uppermost in settlers' minds; raids occurred regularly. Each of the Indian wars had the effect of lessening Indian political leverage and putting them in a worse position, no matter what initial military successes might have come their way. The Red Bird affair of 1827 is a case in point. Now celebrated in story, poetry, and even statuary, Red Bird was a Winnebago caught up in the violence as the lead mines were being taken over by American miners: lead and competition for access to the lead mining regions were the root causes of the trouble. After a series of outrages against individual Indians, Red Bird and his companions were chosen to begin vengeance raiding against their enemies, the usual Indian method of responding to aggression from others."
wu.89084890821,Introduction to Wisconsin Indians : prehistory to statehood /,1988,301,8,Settler,,,,"They set upon the proverbial innocent bystander, a French settler and his family, people who had nothing to do with the lead mines or the violence directed at the Winnebago.","Indian uprisings and fear of uprisings were uppermost in settlers' minds; raids occurred regularly. Each of the Indian wars had the effect of lessening Indian political leverage and putting them in a worse position, no matter what initial military successes might have come their way. The Red Bird affair of 1827 is a case in point. Now celebrated in story, poetry, and even statuary, Red Bird was a Winnebago caught up in the violence as the lead mines were being taken over by American miners: lead and competition for access to the lead mining regions were the root causes of the trouble. After a series of outrages against individual Indians, Red Bird and his companions were chosen to begin vengeance raiding against their enemies, the usual Indian method of responding to aggression from others.","They set upon the proverbial innocent bystander, a French settler and his family, people who had nothing to do with the lead mines or the violence directed at the Winnebago. Red Bird reasoned that an attack on one settler, no matter which one, was an attack on the whole enemy population and the proper way of addressing the problem of Indian grievances in the lead mining districts. In the conflict that followed, the Winnebago had to give up Red Bird to American justice in the face of a large American army able to back up its demands with force. In this interchange, Winnebago political authority was diminished, and Winnebago maneuvering room in the political arena received a significant check. Indeed, the Red Bird affair led directly to a major loss of other land in addition to losing the lead mining rights the Winnebago thought they had (Lurie 1978)."
wu.89084890821,Introduction to Wisconsin Indians : prehistory to statehood /,1988,301,9,Settler,,,,"Red Bird reasoned that an attack on one settler, no matter which one, was an attack on the whole enemy population and the proper way of addressing the problem of Indian grievances in the lead mining districts.","Each of the Indian wars had the effect of lessening Indian political leverage and putting them in a worse position, no matter what initial military successes might have come their way. The Red Bird affair of 1827 is a case in point. Now celebrated in story, poetry, and even statuary, Red Bird was a Winnebago caught up in the violence as the lead mines were being taken over by American miners: lead and competition for access to the lead mining regions were the root causes of the trouble. After a series of outrages against individual Indians, Red Bird and his companions were chosen to begin vengeance raiding against their enemies, the usual Indian method of responding to aggression from others. They set upon the proverbial innocent bystander, a French settler and his family, people who had nothing to do with the lead mines or the violence directed at the Winnebago.","Red Bird reasoned that an attack on one settler, no matter which one, was an attack on the whole enemy population and the proper way of addressing the problem of Indian grievances in the lead mining districts. In the conflict that followed, the Winnebago had to give up Red Bird to American justice in the face of a large American army able to back up its demands with force. In this interchange, Winnebago political authority was diminished, and Winnebago maneuvering room in the political arena received a significant check. Indeed, the Red Bird affair led directly to a major loss of other land in addition to losing the lead mining rights the Winnebago thought they had (Lurie 1978). The Black Hawk War in 1832 is another of the conflicts whose origins are owed to the not-so-simple problem of what the Indians were to do when they were deprived of land (D. Jackson 1964)."
mdp.39015034418163,America on paper : the first hundred years /,1989,250,15,Settler,,,,"No explorer, captain, trader or settler has eminence; all meet the same enemies, which are the perils of nature and the unknown.","Yet all these were when no man did them know, Yet have from wisest ages hidden beene: Of Faery Lond yet if he more inquire, By certaine signes, here sett in sondrie place, He may it fynd. Faerie Queene, bk. II, 1,2,3. Returning to Hakluyt, by 1600 he had told a noble story in which the heros are legion.","No explorer, captain, trader or settler has eminence; all meet the same enemies, which are the perils of nature and the unknown. Along with heros like Drake are traders and settlers, dropped into empty spaces to face, in nonchalance, despair or riotous merriment unknown dangers of fever, frost and privation, the incomprehensible alien and possibly recover something lost. Hakluyt's career did not end with the century. He remained active until his death but with Principal Navigations on booksellers' shelves England was poised on the threshold of empire. If France, still in the grip of factional wars, had apparently forgotten about America, the English, largely thanks to Hakluyt's labors, managed to keep up a steady stream of Americana from Frobisher on."
mdp.39015034418163,America on paper : the first hundred years /,1989,250,16,Settler,,,,"Along with heros like Drake are traders and settlers, dropped into empty spaces to face, in nonchalance, despair or riotous merriment unknown dangers of fever, frost and privation, the incomprehensible alien and possibly recover something lost.","if he more inquire, By certaine signes, here sett in sondrie place, He may it fynd. Faerie Queene, bk. II, 1,2,3. Returning to Hakluyt, by 1600 he had told a noble story in which the heros are legion. No explorer, captain, trader or settler has eminence; all meet the same enemies, which are the perils of nature and the unknown.","Along with heros like Drake are traders and settlers, dropped into empty spaces to face, in nonchalance, despair or riotous merriment unknown dangers of fever, frost and privation, the incomprehensible alien and possibly recover something lost. Hakluyt's career did not end with the century. He remained active until his death but with Principal Navigations on booksellers' shelves England was poised on the threshold of empire. If France, still in the grip of factional wars, had apparently forgotten about America, the English, largely thanks to Hakluyt's labors, managed to keep up a steady stream of Americana from Frobisher on."
